te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,label,TS
2016-04-14 00:03:01,3.0,170.255.201.143,42.219.154.71,3397,445,TCP,....S.,0,0,2,96,background,2016-04-14 00:03:01
2016-04-14 00:03:04,0.0,56.228.69.74,42.219.158.21,11747,179,TCP,....S.,0,0,1,40,background,2016-04-14 00:03:04
2016-04-14 00:03:29,3.0039999999999996,220.26.153.104,42.219.154.66,47798,23,TCP,....S.,0,0,2,104,background,2016-04-14 00:03:29
2016-04-14 00:04:02,9.0,234.62.216.80,42.219.158.18,38662,23,TCP,....S.,0,72,3,180,background,2016-04-14 00:04:02
2016-04-14 00:04:39,0.0,168.145.215.206,42.219.154.70,27289,10441,UDP,.A....,0,40,1,143,background,2016-04-14 00:04:39
2016-04-14 00:05:30,0.0,197.8.27.109,42.219.152.21,57145,3544,UDP,.A....,0,72,1,84,background,2016-04-14 00:05:30
2016-04-14 00:05:34,0.0,69.81.144.249,42.219.158.16,47576,17,UDP,.A....,0,40,1,28,background,2016-04-14 00:05:34
2016-04-14 00:05:36,0.0,192.253.239.105,42.219.158.17,41782,8000,TCP,....S.,0,72,1,40,background,2016-04-14 00:05:36
2016-04-14 00:05:46,0.0,245.134.186.12,42.219.152.18,32872,23,TCP,....S.,0,72,1,60,background,2016-04-14 00:05:46
2016-04-14 00:05:56,2.9960000000000004,220.35.240.72,42.219.158.21,43527,23,TCP,....S.,0,0,2,104,background,2016-04-14 00:05:56
2016-04-14 00:06:00,0.0,105.190.154.103,42.219.158.21,1433,56680,TCP,...R..,0,40,1,40,background,2016-04-14 00:06:00
2016-04-14 00:06:09,3.016,235.241.139.21,42.219.152.21,13540,23,TCP,....S.,0,72,2,104,background,2016-04-14 00:06:09
2016-04-14 00:06:27,3.0039999999999996,201.101.128.23,42.219.152.21,51142,23,TCP,....S.,0,0,2,104,background,2016-04-14 00:06:27
2016-04-14 00:06:31,0.0,56.228.70.238,42.219.158.19,24185,10001,TCP,....S.,0,0,1,40,background,2016-04-14 00:06:31
2016-04-14 00:07:20,3.008,201.150.201.153,42.219.158.16,34042,23,TCP,....S.,0,0,2,104,background,2016-04-14 00:07:20
2016-04-14 00:07:27,0.0,165.245.96.25,42.219.152.21,80,26163,TCP,.A..S.,0,0,1,40,background,2016-04-14 00:07:27
2016-04-14 00:07:43,0.0,117.208.149.202,42.219.158.18,40751,443,TCP,....S.,0,72,1,40,background,2016-04-14 00:07:43
2016-04-14 00:07:43,0.0,117.208.149.203,42.219.158.18,57271,443,TCP,....S.,0,72,1,40,background,2016-04-14 00:07:43
2016-04-14 00:07:45,3.0039999999999996,129.119.181.14,42.219.154.71,47806,23,TCP,....S.,0,72,2,104,background,2016-04-14 00:07:45
2016-04-14 00:07:56,0.0,202.54.60.229,42.219.152.18,38852,5000,TCP,....S.,0,40,1,60,background,2016-04-14 00:07:56
2016-04-14 00:08:05,0.0,56.228.69.101,42.219.154.71,12134,2222,TCP,....S.,0,0,1,40,background,2016-04-14 00:08:05
2016-04-14 00:08:09,0.0,164.227.25.231,42.219.156.31,12200,37015,TCP,....S.,0,72,1,40,background,2016-04-14 00:08:09
2016-04-14 00:08:15,0.0,56.228.87.2,42.219.152.22,13944,1177,TCP,....S.,0,16,1,40,background,2016-04-14 00:08:15
2016-04-14 00:08:35,0.0,67.36.255.109,42.219.158.16,5249,5060,UDP,.A....,0,0,1,435,background,2016-04-14 00:08:35
2016-04-14 00:08:35,0.0,67.36.255.109,42.219.158.17,5249,5060,UDP,.A....,0,0,1,435,background,2016-04-14 00:08:35
2016-04-14 00:08:35,0.0,67.36.255.109,42.219.158.18,5249,5060,UDP,.A....,0,0,1,436,background,2016-04-14 00:08:35
2016-04-14 00:08:35,0.0,67.36.255.109,42.219.158.19,5249,5060,UDP,.A....,0,0,1,435,background,2016-04-14 00:08:35
2016-04-14 00:08:35,0.0,67.36.255.109,42.219.158.21,5249,5060,UDP,.A....,0,0,1,432,background,2016-04-14 00:08:35
2016-04-14 00:08:38,0.0,67.36.255.109,42.219.156.27,5249,5060,UDP,.A....,0,0,1,435,background,2016-04-14 00:08:38
2016-04-14 00:08:38,0.0,67.36.255.109,42.219.156.28,5249,5060,UDP,.A....,0,0,1,435,background,2016-04-14 00:08:38
2016-04-14 00:08:38,0.0,67.36.255.109,42.219.156.29,5249,5060,UDP,.A....,0,0,1,435,background,2016-04-14 00:08:38
2016-04-14 00:08:38,0.0,67.36.255.109,42.219.156.30,5249,5060,UDP,.A....,0,0,1,434,background,2016-04-14 00:08:38
2016-04-14 00:08:38,0.0,67.36.255.109,42.219.156.31,5249,5060,UDP,.A....,0,0,1,435,background,2016-04-14 00:08:38
2016-04-14 00:08:39,0.0,56.228.69.101,42.219.154.71,21934,47808,UDP,.A....,0,0,1,45,background,2016-04-14 00:08:39
2016-04-14 00:08:39,0.0,67.36.255.109,42.219.152.18,5249,5060,UDP,.A....,0,0,1,435,background,2016-04-14 00:08:39
2016-04-14 00:08:39,0.0,67.36.255.109,42.219.152.20,5249,5060,UDP,.A....,0,0,1,433,background,2016-04-14 00:08:39
2016-04-14 00:08:39,0.0,67.36.255.109,42.219.152.21,5249,5060,UDP,.A....,0,0,1,435,background,2016-04-14 00:08:39
2016-04-14 00:08:39,0.0,67.36.255.109,42.219.152.22,5249,5060,UDP,.A....,0,0,1,435,background,2016-04-14 00:08:39
2016-04-14 00:08:39,0.0,67.36.255.109,42.219.152.23,5249,5060,UDP,.A....,0,0,1,434,background,2016-04-14 00:08:39
2016-04-14 00:08:41,0.0,67.36.255.109,42.219.154.66,5249,5060,UDP,.A....,0,0,1,434,background,2016-04-14 00:08:41
2016-04-14 00:08:41,0.0,67.36.255.109,42.219.154.68,5249,5060,UDP,.A....,0,0,1,434,background,2016-04-14 00:08:41
2016-04-14 00:08:41,0.0,67.36.255.109,42.219.154.69,5249,5060,UDP,.A....,0,0,1,434,background,2016-04-14 00:08:41
2016-04-14 00:08:41,0.0,67.36.255.109,42.219.154.70,5249,5060,UDP,.A....,0,0,1,434,background,2016-04-14 00:08:41
2016-04-14 00:08:41,0.0,67.36.255.109,42.219.154.71,5249,5060,UDP,.A....,0,0,1,432,background,2016-04-14 00:08:41
2016-04-14 00:08:43,0.0,76.225.140.35,42.219.156.29,0,771,ICMP,.A....,0,4,1,81,background,2016-04-14 00:08:43
2016-04-14 00:08:57,0.0,69.81.144.249,42.219.154.70,50815,17,UDP,.A....,0,40,1,28,background,2016-04-14 00:08:57
2016-04-14 00:08:58,0.0,56.228.70.238,42.219.154.68,11748,111,TCP,....S.,0,0,1,40,background,2016-04-14 00:08:58
2016-04-14 00:09:47,0.0,218.12.179.68,42.219.154.70,47076,8080,TCP,....S.,0,0,1,40,background,2016-04-14 00:09:47
2016-04-14 00:10:01,0.0,117.208.149.104,42.219.154.68,42639,993,TCP,....S.,0,72,1,40,background,2016-04-14 00:10:01
2016-04-14 00:10:01,0.0,117.208.149.105,42.219.154.68,60700,993,TCP,....S.,0,72,1,40,background,2016-04-14 00:10:01
2016-04-14 00:10:05,0.0,56.228.69.101,42.219.152.21,34680,2082,TCP,....S.,0,0,1,40,background,2016-04-14 00:10:05
2016-04-14 00:10:07,0.0,69.81.144.249,42.219.158.19,38095,17,UDP,.A....,0,40,1,28,background,2016-04-14 00:10:07
2016-04-14 00:10:15,0.0,210.99.63.68,42.219.158.16,63706,3389,TCP,....S.,0,40,1,44,background,2016-04-14 00:10:15
2016-04-14 00:10:16,0.0,210.99.63.68,42.219.158.16,63707,3389,TCP,....S.,0,40,1,44,background,2016-04-14 00:10:16
2016-04-14 00:10:23,0.0,202.5.201.157,42.219.154.69,80,62048,TCP,...R..,0,40,1,40,background,2016-04-14 00:10:23
2016-04-14 00:10:34,0.0,69.132.5.213,42.219.158.21,41231,53,UDP,.A....,0,40,1,65,background,2016-04-14 00:10:34
2016-04-14 00:11:31,0.0,82.7.67.216,42.219.154.66,40554,1604,TCP,....S.,0,0,1,40,background,2016-04-14 00:11:31
2016-04-14 00:11:56,0.0,82.7.67.216,42.219.154.71,36403,1604,TCP,....S.,0,0,1,40,background,2016-04-14 00:11:56
2016-04-14 00:12:36,0.0,176.116.194.129,42.219.156.31,30991,554,TCP,....S.,0,40,1,40,background,2016-04-14 00:12:36
2016-04-14 00:12:46,0.0,240.62.27.30,42.219.154.70,49853,21320,TCP,....S.,0,0,1,40,background,2016-04-14 00:12:46
2016-04-14 00:12:55,3.008,136.119.131.101,42.219.156.29,44595,23,TCP,....S.,0,72,2,104,background,2016-04-14 00:12:55
2016-04-14 00:12:56,0.0,168.145.215.206,42.219.154.71,27289,55398,UDP,.A....,0,40,1,143,background,2016-04-14 00:12:56
2016-04-14 00:13:25,0.0,82.7.67.216,42.219.152.20,43319,1604,TCP,....S.,0,0,1,40,background,2016-04-14 00:13:25
2016-04-14 00:13:29,2.8760000000000003,168.214.129.169,42.219.154.71,22609,445,TCP,....S.,0,0,2,96,background,2016-04-14 00:13:29
2016-04-14 00:13:33,3.008,221.28.241.14,42.219.158.17,42121,23,TCP,....S.,0,0,2,104,background,2016-04-14 00:13:33
2016-04-14 00:13:35,0.0,69.81.144.249,42.219.154.69,40048,17,UDP,.A....,0,40,1,28,background,2016-04-14 00:13:35
2016-04-14 00:13:54,0.0,69.81.144.249,42.219.156.27,58581,17,UDP,.A....,0,40,1,28,background,2016-04-14 00:13:54
2016-04-14 00:14:04,0.0,218.12.179.68,42.219.154.71,46012,3128,TCP,....S.,0,0,1,40,background,2016-04-14 00:14:04
2016-04-14 00:14:22,0.0,69.81.144.249,42.219.156.29,40996,17,UDP,.A....,0,40,1,28,background,2016-04-14 00:14:22
2016-04-14 00:14:32,0.0,62.149.247.232,42.219.152.21,44882,3389,TCP,....S.,0,0,1,40,background,2016-04-14 00:14:32
2016-04-14 00:14:48,0.0,56.228.87.2,42.219.152.18,61788,20000,TCP,....S.,0,16,1,40,background,2016-04-14 00:14:48
2016-04-14 00:14:54,0.0,93.179.211.220,42.219.156.27,0,771,ICMP,.A....,0,0,1,70,background,2016-04-14 00:14:54
2016-04-14 00:15:20,0.0,236.216.219.133,42.219.158.18,45224,6379,TCP,....S.,0,0,1,40,background,2016-04-14 00:15:20
2016-04-14 00:15:47,0.0,192.253.239.174,42.219.156.31,45260,2222,TCP,....S.,0,72,1,40,background,2016-04-14 00:15:47
2016-04-14 00:15:48,0.0,185.113.48.117,42.219.154.70,80,33088,TCP,.A..S.,0,72,1,44,background,2016-04-14 00:15:48
2016-04-14 00:16:20,0.0,69.132.5.213,42.219.154.69,54518,53,UDP,.A....,0,40,1,65,background,2016-04-14 00:16:20
2016-04-14 00:16:27,0.0,76.225.140.35,42.219.158.19,0,771,ICMP,.A....,0,4,1,81,background,2016-04-14 00:16:27
2016-04-14 00:16:33,0.0,208.43.183.102,42.219.152.23,46090,8891,TCP,....S.,0,40,1,40,background,2016-04-14 00:16:33
2016-04-14 00:16:36,0.0,69.132.5.213,42.219.158.16,53967,53,UDP,.A....,0,40,1,65,background,2016-04-14 00:16:36
2016-04-14 00:16:54,0.0,227.123.68.54,42.219.154.68,49531,8888,TCP,....S.,0,40,1,40,background,2016-04-14 00:16:54
2016-04-14 00:17:18,2.968,36.6.79.89,42.219.152.22,1600,445,TCP,....S.,0,72,2,96,background,2016-04-14 00:17:18
2016-04-14 00:17:36,0.0,198.132.25.203,42.219.152.21,34680,8090,TCP,....S.,0,40,1,40,background,2016-04-14 00:17:36
2016-04-14 00:17:38,0.0,208.43.183.102,42.219.152.21,46090,8891,TCP,....S.,0,40,1,40,background,2016-04-14 00:17:38
2016-04-14 00:18:04,0.0,242.101.129.130,42.219.152.18,40501,443,TCP,....S.,0,0,1,40,background,2016-04-14 00:18:04
2016-04-14 00:18:17,0.0,242.100.234.89,42.219.152.21,44085,8123,TCP,....S.,0,0,1,40,background,2016-04-14 00:18:17
2016-04-14 00:18:48,0.0,133.27.170.175,42.219.152.20,47311,80,TCP,....S.,0,16,1,40,background,2016-04-14 00:18:48
2016-04-14 00:18:49,0.0,194.239.131.133,42.219.156.29,41599,22,TCP,....S.,0,72,1,40,background,2016-04-14 00:18:49
2016-04-14 00:18:53,0.0,82.7.67.216,42.219.158.21,42217,1604,TCP,....S.,0,0,1,40,background,2016-04-14 00:18:53
2016-04-14 00:19:22,0.0,82.7.67.216,42.219.152.23,34674,1604,TCP,....S.,0,0,1,40,background,2016-04-14 00:19:22
2016-04-14 00:19:45,3.016,200.143.91.167,42.219.154.66,45426,23,TCP,....S.,0,0,2,104,background,2016-04-14 00:19:45
2016-04-14 00:19:50,0.0,208.43.183.102,42.219.152.22,46090,8891,TCP,....S.,0,40,1,40,background,2016-04-14 00:19:50
2016-04-14 00:19:58,0.0,72.165.76.31,42.219.154.71,35308,23,TCP,....S.,0,0,1,60,background,2016-04-14 00:19:58
2016-04-14 00:19:58,9.02,72.165.76.31,42.219.154.68,54873,23,TCP,....S.,0,0,3,180,background,2016-04-14 00:19:58
2016-04-14 00:19:58,9.024,72.165.76.31,42.219.154.66,34334,23,TCP,....S.,0,0,3,180,background,2016-04-14 00:19:58
2016-04-14 00:19:58,9.024,72.165.76.31,42.219.154.69,55105,23,TCP,....S.,0,0,3,180,background,2016-04-14 00:19:58
2016-04-14 00:19:58,9.027999999999999,72.165.76.31,42.219.154.70,43368,23,TCP,....S.,0,0,3,180,background,2016-04-14 00:19:58
2016-04-14 00:20:23,0.0,69.81.144.249,42.219.158.21,60701,17,UDP,.A....,0,40,1,28,background,2016-04-14 00:20:23
2016-04-14 00:20:29,3.116,64.174.8.45,42.219.156.28,33268,23,TCP,....S.,0,72,2,104,background,2016-04-14 00:20:29
2016-04-14 00:20:56,0.0,242.100.247.131,42.219.158.18,52982,9600,TCP,....S.,0,0,1,40,background,2016-04-14 00:20:56
2016-04-14 00:21:55,0.0,76.225.140.35,42.219.154.70,0,771,ICMP,.A....,0,4,1,81,background,2016-04-14 00:21:55
2016-04-14 00:21:55,9.0,50.57.196.10,42.219.156.29,33333,23,TCP,....S.,0,72,3,180,background,2016-04-14 00:21:55
2016-04-14 00:22:04,1.0,62.216.161.65,42.219.158.19,33039,37215,TCP,....S.,0,40,2,120,background,2016-04-14 00:22:04
2016-04-14 00:22:14,0.0,208.43.183.102,42.219.152.20,46090,8891,TCP,....S.,0,40,1,40,background,2016-04-14 00:22:14
2016-04-14 00:23:04,8.996,35.235.14.122,42.219.158.18,3023,23,TCP,....S.,0,0,3,180,background,2016-04-14 00:23:04
2016-04-14 00:23:50,0.0,112.92.191.44,42.219.156.27,53784,28017,TCP,....S.,0,0,1,40,background,2016-04-14 00:23:50
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.152.18,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.152.20,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.152.21,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.152.22,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.152.23,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.154.66,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.154.68,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.154.69,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.154.70,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.154.71,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.156.27,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.156.28,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.156.29,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.156.30,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.156.31,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.158.16,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.158.17,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.158.18,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.158.19,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:00,0.0,232.100.41.68,42.219.158.21,4302,22,TCP,....S.,0,40,1,48,background,2016-04-14 00:24:00
2016-04-14 00:24:11,0.0,71.141.122.168,42.219.152.18,43648,23,TCP,....S.,0,72,1,60,background,2016-04-14 00:24:11
2016-04-14 00:24:11,0.0,71.141.122.168,42.219.152.23,50984,23,TCP,....S.,0,72,1,60,background,2016-04-14 00:24:11
2016-04-14 00:24:19,0.0,242.100.154.142,42.219.156.28,45215,8088,TCP,....S.,0,0,1,40,background,2016-04-14 00:24:19
2016-04-14 00:25:09,0.0,69.132.5.213,42.219.152.23,56816,53,UDP,.A....,0,40,1,65,background,2016-04-14 00:25:09
2016-04-14 00:25:53,0.0,165.28.39.233,42.219.158.18,34626,465,TCP,....S.,0,16,1,40,background,2016-04-14 00:25:53
2016-04-14 00:26:13,8.96,50.106.171.162,42.219.152.20,49269,23,TCP,....S.,0,72,2,120,background,2016-04-14 00:26:13
2016-04-14 00:26:13,8.96,50.106.171.162,42.219.152.21,44568,23,TCP,....S.,0,72,2,120,background,2016-04-14 00:26:13
2016-04-14 00:26:13,8.984,50.106.171.162,42.219.152.22,45316,23,TCP,....S.,0,72,3,180,background,2016-04-14 00:26:13
2016-04-14 00:26:14,8.992,50.106.171.162,42.219.152.18,60411,23,TCP,....S.,0,72,3,180,background,2016-04-14 00:26:14
2016-04-14 00:26:14,8.996,50.106.171.162,42.219.152.23,34046,23,TCP,....S.,0,72,3,180,background,2016-04-14 00:26:14
2016-04-14 00:26:17,0.0,62.149.247.232,42.219.156.28,44882,3389,TCP,....S.,0,0,1,40,background,2016-04-14 00:26:17
2016-04-14 00:26:40,0.0,194.231.171.145,42.219.154.70,34680,9944,TCP,....S.,0,40,1,40,background,2016-04-14 00:26:40
2016-04-14 00:26:40,0.0,62.149.247.232,42.219.156.27,44882,3389,TCP,....S.,0,0,1,40,background,2016-04-14 00:26:40
2016-04-14 00:26:41,0.0,202.5.201.157,42.219.154.66,80,57807,TCP,...R..,0,40,1,40,background,2016-04-14 00:26:41
2016-04-14 00:27:28,0.0,62.149.247.232,42.219.156.29,44882,3389,TCP,....S.,0,0,1,40,background,2016-04-14 00:27:28
2016-04-14 00:27:34,0.0,234.218.82.104,42.219.156.30,51541,23,TCP,....S.,0,40,1,60,background,2016-04-14 00:27:34
2016-04-14 00:27:53,0.0,62.149.247.232,42.219.156.30,44882,3389,TCP,....S.,0,0,1,40,background,2016-04-14 00:27:53
2016-04-14 00:28:29,9.0,234.56.117.110,42.219.154.69,46937,23,TCP,....S.,0,40,3,180,background,2016-04-14 00:28:29
2016-04-14 00:29:18,0.0,41.28.255.1,42.219.158.16,42820,1074,TCP,....S.,0,0,1,40,background,2016-04-14 00:29:18
2016-04-14 00:29:20,0.0,192.253.239.180,42.219.152.20,60935,2222,TCP,....S.,0,72,1,40,background,2016-04-14 00:29:20
2016-04-14 00:29:50,0.0,224.155.2.98,42.219.156.27,56233,80,TCP,....S.,0,72,1,52,background,2016-04-14 00:29:50
2016-04-14 00:30:05,3.052,202.12.152.221,42.219.154.66,34030,23,TCP,....S.,0,40,2,104,background,2016-04-14 00:30:05
2016-04-14 00:30:07,0.0,218.12.179.68,42.219.154.70,43456,3128,TCP,....S.,0,0,1,40,background,2016-04-14 00:30:07
2016-04-14 00:30:09,0.0,228.8.216.6,42.219.154.70,20012,8880,TCP,....S.,0,40,1,40,background,2016-04-14 00:30:09
2016-04-14 00:30:09,0.0,82.7.67.216,42.219.158.19,50487,1604,TCP,....S.,0,0,1,40,background,2016-04-14 00:30:09
2016-04-14 00:30:28,0.0,242.103.59.11,42.219.152.18,35378,102,TCP,....S.,0,0,1,40,background,2016-04-14 00:30:28
2016-04-14 00:31:26,0.0,250.54.224.181,42.219.156.29,6000,1433,TCP,....S.,0,40,1,40,background,2016-04-14 00:31:26
2016-04-14 00:31:27,0.0,194.231.140.151,42.219.152.21,49717,902,TCP,....S.,0,40,1,40,background,2016-04-14 00:31:27
2016-04-14 00:31:34,0.0,213.127.68.141,42.219.154.71,50232,23,TCP,....S.,0,0,1,52,background,2016-04-14 00:31:34
2016-04-14 00:31:44,0.0,198.132.27.142,42.219.158.18,13686,1434,UDP,.A....,0,40,1,29,background,2016-04-14 00:31:44
2016-04-14 00:32:15,0.0,202.5.201.157,42.219.154.68,80,20252,TCP,...R..,0,40,1,40,background,2016-04-14 00:32:15
2016-04-14 00:32:25,3.14,223.150.128.239,42.219.154.70,3550,445,TCP,....S.,0,40,2,96,background,2016-04-14 00:32:25
2016-04-14 00:32:47,0.0,202.5.201.157,42.219.154.68,80,27161,TCP,...R..,0,40,1,40,background,2016-04-14 00:32:47
2016-04-14 00:32:57,0.0,198.132.27.142,42.219.156.31,4500,4500,UDP,.A....,0,40,1,848,background,2016-04-14 00:32:57
2016-04-14 00:33:31,0.0,69.81.144.249,42.219.158.18,37288,17,UDP,.A....,0,40,1,28,background,2016-04-14 00:33:31
2016-04-14 00:33:38,8.996,47.139.218.10,42.219.158.19,3636,23,TCP,....S.,0,40,3,180,background,2016-04-14 00:33:38
2016-04-14 00:33:42,0.0,213.84.121.65,42.219.158.21,55445,28017,TCP,....S.,0,0,1,40,background,2016-04-14 00:33:42
2016-04-14 00:34:19,0.0,178.115.205.193,42.219.154.66,57535,22,TCP,....S.,0,0,1,48,background,2016-04-14 00:34:19
2016-04-14 00:34:19,0.0,178.115.205.193,42.219.154.68,57535,22,TCP,....S.,0,0,1,48,background,2016-04-14 00:34:19
2016-04-14 00:34:19,0.0,178.115.205.193,42.219.154.69,57535,22,TCP,....S.,0,0,1,48,background,2016-04-14 00:34:19
2016-04-14 00:34:19,0.0,178.115.205.193,42.219.154.70,57535,22,TCP,....S.,0,0,1,48,background,2016-04-14 00:34:19
2016-04-14 00:34:19,0.0,178.115.205.193,42.219.154.71,57535,22,TCP,....S.,0,0,1,48,background,2016-04-14 00:34:19
2016-04-14 00:34:35,3.068,71.32.121.236,42.219.152.18,58468,23,TCP,....S.,0,40,2,104,background,2016-04-14 00:34:35
2016-04-14 00:34:38,0.0,202.5.201.157,42.219.158.17,80,46319,TCP,...R..,0,40,1,40,background,2016-04-14 00:34:38
2016-04-14 00:34:55,0.0,33.12.107.16,42.219.158.16,5070,5060,UDP,.A....,0,0,1,444,background,2016-04-14 00:34:55
2016-04-14 00:34:55,0.0,33.12.107.16,42.219.158.17,5070,5060,UDP,.A....,0,0,1,444,background,2016-04-14 00:34:55
2016-04-14 00:34:55,0.0,33.12.107.16,42.219.158.18,5070,5060,UDP,.A....,0,0,1,443,background,2016-04-14 00:34:55
2016-04-14 00:34:55,0.0,33.12.107.16,42.219.158.19,5070,5060,UDP,.A....,0,0,1,445,background,2016-04-14 00:34:55
2016-04-14 00:34:55,0.0,33.12.107.16,42.219.158.21,5070,5060,UDP,.A....,0,0,1,443,background,2016-04-14 00:34:55
2016-04-14 00:34:58,0.0,33.12.107.16,42.219.156.27,5070,5060,UDP,.A....,0,0,1,444,background,2016-04-14 00:34:58
2016-04-14 00:34:58,0.0,33.12.107.16,42.219.156.28,5070,5060,UDP,.A....,0,0,1,444,background,2016-04-14 00:34:58
2016-04-14 00:34:58,0.0,33.12.107.16,42.219.156.29,5070,5060,UDP,.A....,0,0,1,444,background,2016-04-14 00:34:58
2016-04-14 00:34:58,0.0,33.12.107.16,42.219.156.30,5070,5060,UDP,.A....,0,0,1,443,background,2016-04-14 00:34:58
2016-04-14 00:34:58,0.0,33.12.107.16,42.219.156.31,5070,5060,UDP,.A....,0,0,1,443,background,2016-04-14 00:34:58
2016-04-14 00:34:59,0.0,33.12.107.16,42.219.152.18,5070,5060,UDP,.A....,0,0,1,444,background,2016-04-14 00:34:59
2016-04-14 00:34:59,0.0,33.12.107.16,42.219.152.20,5070,5060,UDP,.A....,0,0,1,445,background,2016-04-14 00:34:59
2016-04-14 00:34:59,0.0,33.12.107.16,42.219.152.21,5070,5060,UDP,.A....,0,0,1,444,background,2016-04-14 00:34:59
2016-04-14 00:34:59,0.0,33.12.107.16,42.219.152.22,5070,5060,UDP,.A....,0,0,1,442,background,2016-04-14 00:34:59
2016-04-14 00:34:59,0.0,33.12.107.16,42.219.152.23,5070,5060,UDP,.A....,0,0,1,444,background,2016-04-14 00:34:59
