te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,label,TS
2016-04-13 00:04:24,0.0,202.5.201.157,42.219.156.30,80,61559,TCP,.A..S.,0,40,1,44,background,2016-04-13 00:04:24
2016-04-13 00:04:33,0.0,233.198.212.154,42.219.158.18,41493,22,TCP,....S.,0,0,1,40,background,2016-04-13 00:04:33
2016-04-13 00:04:40,6.007999999999999,46.61.70.233,42.219.154.66,49774,3389,TCP,....S.,0,40,2,100,background,2016-04-13 00:04:40
2016-04-13 00:04:43,0.0,240.111.145.48,42.219.158.16,80,16261,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:04:43
2016-04-13 00:05:17,3.008,237.150.23.105,42.219.156.29,39277,23,TCP,....S.,0,72,2,104,background,2016-04-13 00:05:17
2016-04-13 00:05:27,0.0,225.1.175.101,42.219.158.16,3571,445,TCP,....S.,0,72,1,48,background,2016-04-13 00:05:27
2016-04-13 00:06:08,0.0,233.198.208.105,42.219.158.18,44793,25,TCP,....S.,0,72,1,40,background,2016-04-13 00:06:08
2016-04-13 00:06:08,0.0,240.111.145.48,42.219.156.31,80,45297,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:06:08
2016-04-13 00:06:20,0.0,208.43.183.102,42.219.158.19,46090,9000,TCP,....S.,0,40,1,40,background,2016-04-13 00:06:20
2016-04-13 00:06:21,0.0,240.62.27.30,42.219.152.18,44038,21320,TCP,....S.,0,0,1,40,background,2016-04-13 00:06:21
2016-04-13 00:06:26,5.012,113.80.84.167,42.219.152.23,58941,23,TCP,....S.,0,72,6,360,background,2016-04-13 00:06:26
2016-04-13 00:06:27,0.0,240.111.145.48,42.219.158.16,80,28681,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:06:27
2016-04-13 00:06:28,0.0,56.233.131.237,42.219.152.23,80,24787,TCP,.A..S.,0,72,1,44,background,2016-04-13 00:06:28
2016-04-13 00:07:14,2.892,64.206.203.38,42.219.154.69,3190,445,TCP,....S.,0,0,2,104,background,2016-04-13 00:07:14
2016-04-13 00:07:17,0.0,233.198.166.30,42.219.158.18,50885,102,TCP,....S.,0,72,1,40,background,2016-04-13 00:07:17
2016-04-13 00:07:17,0.0,242.101.129.180,42.219.152.18,54070,1080,TCP,....S.,0,0,1,40,background,2016-04-13 00:07:17
2016-04-13 00:07:20,0.0,198.132.59.191,42.219.152.20,34680,3000,TCP,....S.,0,40,1,40,background,2016-04-13 00:07:20
2016-04-13 00:07:49,0.0,178.24.81.76,42.219.156.28,12200,8080,TCP,....S.,0,72,1,40,background,2016-04-13 00:07:49
2016-04-13 00:07:54,0.0,194.231.171.145,42.219.152.21,31430,8099,TCP,....S.,0,40,1,40,background,2016-04-13 00:07:54
2016-04-13 00:08:08,0.0,208.43.183.102,42.219.158.16,46090,9000,TCP,....S.,0,40,1,40,background,2016-04-13 00:08:08
2016-04-13 00:08:16,0.0,240.111.145.48,42.219.156.27,80,51303,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:08:16
2016-04-13 00:08:27,0.0,53.166.170.213,42.219.158.18,41598,23,TCP,....S.,0,0,1,40,background,2016-04-13 00:08:27
2016-04-13 00:08:51,0.0,117.208.149.58,42.219.152.21,57490,22,TCP,....S.,0,72,1,40,background,2016-04-13 00:08:51
2016-04-13 00:08:51,0.0,117.208.149.60,42.219.152.21,58787,22,TCP,....S.,0,72,1,40,background,2016-04-13 00:08:51
2016-04-13 00:08:59,0.0,150.253.1.221,42.219.152.22,80,63241,TCP,.A..S.,0,40,1,44,background,2016-04-13 00:08:59
2016-04-13 00:09:14,0.0,208.43.183.102,42.219.158.17,46090,9000,TCP,....S.,0,40,1,40,background,2016-04-13 00:09:14
2016-04-13 00:09:31,0.0,150.253.1.221,42.219.152.23,80,47836,TCP,.A..S.,0,40,1,44,background,2016-04-13 00:09:31
2016-04-13 00:10:21,0.0,224.36.134.110,42.219.154.69,45809,23,TCP,....S.,0,40,1,60,background,2016-04-13 00:10:21
2016-04-13 00:10:22,0.0,224.36.134.110,42.219.154.66,43559,23,TCP,....S.,0,40,1,60,background,2016-04-13 00:10:22
2016-04-13 00:10:30,0.0,224.36.134.110,42.219.154.70,47871,23,TCP,....S.,0,40,1,60,background,2016-04-13 00:10:30
2016-04-13 00:10:30,8.996,224.36.134.110,42.219.154.68,55113,23,TCP,....S.,0,40,3,180,background,2016-04-13 00:10:30
2016-04-13 00:10:30,8.996,224.36.134.110,42.219.154.71,44396,23,TCP,....S.,0,40,2,120,background,2016-04-13 00:10:30
2016-04-13 00:10:46,0.0,48.138.80.181,42.219.154.66,48010,22,TCP,....S.,0,0,1,40,background,2016-04-13 00:10:46
2016-04-13 00:11:55,0.0,240.111.145.48,42.219.152.23,80,18453,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:11:55
2016-04-13 00:12:16,0.0,165.28.39.233,42.219.158.17,31632,7071,TCP,....S.,0,16,1,40,background,2016-04-13 00:12:16
2016-04-13 00:12:29,0.0,117.208.149.192,42.219.156.28,47291,443,TCP,....S.,0,72,1,40,background,2016-04-13 00:12:29
2016-04-13 00:12:29,0.0,117.208.149.193,42.219.156.28,48543,443,TCP,....S.,0,72,1,40,background,2016-04-13 00:12:29
2016-04-13 00:12:59,0.0,105.124.196.191,42.219.152.22,55801,500,UDP,.A....,0,40,1,548,background,2016-04-13 00:12:59
2016-04-13 00:13:42,0.0,178.24.87.134,42.219.156.29,12200,55002,TCP,....S.,0,72,1,40,background,2016-04-13 00:13:42
2016-04-13 00:13:42,0.0,240.111.145.48,42.219.154.68,80,4880,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:13:42
2016-04-13 00:13:53,0.0,150.253.1.221,42.219.158.19,80,25693,TCP,.A..S.,0,40,1,44,background,2016-04-13 00:13:53
2016-04-13 00:14:21,0.0,56.228.69.101,42.219.152.18,20012,8889,TCP,....S.,0,0,1,40,background,2016-04-13 00:14:21
2016-04-13 00:14:48,0.0,105.124.196.191,42.219.152.18,60826,500,UDP,.A....,0,40,1,548,background,2016-04-13 00:14:48
2016-04-13 00:15:11,0.0,198.132.59.191,42.219.156.30,56218,37,TCP,....S.,0,40,1,40,background,2016-04-13 00:15:11
2016-04-13 00:15:35,3.016,176.133.253.75,42.219.154.71,2791,445,TCP,....S.,0,40,2,96,background,2016-04-13 00:15:35
2016-04-13 00:15:45,0.0,150.253.1.221,42.219.156.30,80,55336,TCP,.A..S.,0,40,1,44,background,2016-04-13 00:15:45
2016-04-13 00:16:05,0.0,222.156.17.3,42.219.158.16,45833,1900,UDP,.A....,0,40,1,121,background,2016-04-13 00:16:05
2016-04-13 00:16:19,0.0,216.228.60.64,42.219.154.70,52914,23,TCP,....S.,0,0,1,52,background,2016-04-13 00:16:19
2016-04-13 00:16:33,2.008,178.120.149.89,42.219.158.18,60320,23,TCP,....S.,0,40,3,180,background,2016-04-13 00:16:33
2016-04-13 00:16:37,9.012,234.32.5.134,42.219.152.18,48883,23,TCP,....S.,0,40,3,180,background,2016-04-13 00:16:37
2016-04-13 00:16:43,0.0,199.153.3.57,42.219.158.18,19370,5900,TCP,....S.,0,0,1,52,background,2016-04-13 00:16:43
2016-04-13 00:16:43,0.0,199.153.3.57,42.219.158.19,45610,5900,TCP,....S.,0,0,1,52,background,2016-04-13 00:16:43
2016-04-13 00:16:45,2.852,199.153.3.57,42.219.156.28,13768,5900,TCP,....S.,0,0,2,104,background,2016-04-13 00:16:45
2016-04-13 00:16:45,2.8760000000000003,199.153.3.57,42.219.156.29,5900,5900,TCP,....S.,0,0,2,104,background,2016-04-13 00:16:45
2016-04-13 00:16:45,2.8760000000000003,199.153.3.57,42.219.156.31,47439,5900,TCP,....S.,0,0,2,104,background,2016-04-13 00:16:45
2016-04-13 00:16:45,2.884,199.153.3.57,42.219.156.27,59922,5900,TCP,....S.,0,0,2,104,background,2016-04-13 00:16:45
2016-04-13 00:16:45,3.0439999999999996,199.153.3.57,42.219.156.30,59893,5900,TCP,....S.,0,0,2,104,background,2016-04-13 00:16:45
2016-04-13 00:16:47,0.0,199.153.3.57,42.219.152.22,9919,5900,TCP,....S.,0,0,1,52,background,2016-04-13 00:16:47
2016-04-13 00:16:52,0.0,192.253.239.210,42.219.154.71,54392,8000,TCP,....S.,0,72,1,40,background,2016-04-13 00:16:52
2016-04-13 00:17:11,0.0,198.132.87.111,42.219.158.17,873,873,TCP,....S.,0,40,1,40,background,2016-04-13 00:17:11
2016-04-13 00:17:18,0.0,198.132.87.97,42.219.154.69,873,873,TCP,....S.,0,40,1,40,background,2016-04-13 00:17:18
2016-04-13 00:18:27,3.1439999999999997,64.204.115.75,42.219.154.68,4976,445,TCP,....S.,0,0,2,96,background,2016-04-13 00:18:27
2016-04-13 00:18:38,2.952,70.153.0.215,42.219.156.28,50217,23,TCP,....S.,0,72,2,104,background,2016-04-13 00:18:38
2016-04-13 00:18:39,0.0,240.111.145.48,42.219.152.18,80,57714,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:18:39
2016-04-13 00:18:47,9.044,168.33.25.79,42.219.156.30,53377,3389,TCP,....S.,0,40,3,152,background,2016-04-13 00:18:47
2016-04-13 00:19:24,0.0,67.149.178.224,42.219.152.21,60181,23,TCP,....S.,0,72,1,52,background,2016-04-13 00:19:24
2016-04-13 00:19:40,9.156,192.186.29.68,42.219.156.28,999,45878,TCP,.A..S.,0,72,2,88,background,2016-04-13 00:19:40
2016-04-13 00:19:57,0.0,76.134.159.71,42.219.152.20,0,2048,ICMP,.A....,0,40,1,28,background,2016-04-13 00:19:57
2016-04-13 00:20:02,0.0,117.208.149.168,42.219.152.23,47685,80,TCP,....S.,0,72,1,40,background,2016-04-13 00:20:02
2016-04-13 00:20:02,0.0,117.208.149.173,42.219.152.23,33317,80,TCP,....S.,0,72,1,40,background,2016-04-13 00:20:02
2016-04-13 00:20:02,0.0,192.186.29.68,42.219.156.28,999,45878,TCP,.A..S.,0,72,1,44,background,2016-04-13 00:20:02
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.152.18,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.152.20,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.152.21,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.152.22,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.154.66,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.154.68,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.154.69,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.154.70,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.154.71,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.156.27,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.156.28,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.156.29,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.156.30,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.156.31,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.158.16,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.158.17,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.158.18,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.158.19,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:10,0.0,178.72.194.169,42.219.158.21,6000,82,TCP,....S.,0,40,1,40,background,2016-04-13 00:20:10
2016-04-13 00:20:29,0.0,240.62.27.30,42.219.156.30,42932,21320,TCP,....S.,0,0,1,40,background,2016-04-13 00:20:29
2016-04-13 00:20:52,3.092,36.80.82.228,42.219.154.66,2336,445,TCP,....S.,0,40,2,96,background,2016-04-13 00:20:52
2016-04-13 00:21:20,0.0,222.156.17.3,42.219.156.27,43427,1900,UDP,.A....,0,40,1,121,background,2016-04-13 00:21:20
2016-04-13 00:21:58,0.0,117.208.149.169,42.219.154.68,38917,80,TCP,....S.,0,72,1,40,background,2016-04-13 00:21:58
2016-04-13 00:21:58,0.0,117.208.149.171,42.219.154.68,36892,80,TCP,....S.,0,72,1,40,background,2016-04-13 00:21:58
2016-04-13 00:22:15,0.0,242.101.129.130,42.219.156.29,32852,443,TCP,....S.,0,0,1,40,background,2016-04-13 00:22:15
2016-04-13 00:23:09,8.996,198.208.134.220,42.219.158.17,45526,23,TCP,....S.,0,72,3,180,background,2016-04-13 00:23:09
2016-04-13 00:23:09,8.996,198.208.134.220,42.219.158.18,41414,23,TCP,....S.,0,72,3,180,background,2016-04-13 00:23:09
2016-04-13 00:23:09,8.996,198.208.134.220,42.219.158.19,45216,23,TCP,....S.,0,72,3,180,background,2016-04-13 00:23:09
2016-04-13 00:23:09,8.996,198.208.134.220,42.219.158.21,53134,23,TCP,....S.,0,72,3,180,background,2016-04-13 00:23:09
2016-04-13 00:23:09,9.004,198.208.134.220,42.219.158.16,57564,23,TCP,....S.,0,72,3,180,background,2016-04-13 00:23:09
2016-04-13 00:24:04,1.672,222.220.103.81,42.219.158.21,38999,23,TCP,....S.,0,0,2,104,background,2016-04-13 00:24:04
2016-04-13 00:24:34,0.0,242.100.158.153,42.219.152.22,43138,47808,TCP,....S.,0,0,1,40,background,2016-04-13 00:24:34
2016-04-13 00:24:58,3.032,49.65.162.86,42.219.154.71,1942,445,TCP,....S.,0,72,2,96,background,2016-04-13 00:24:58
2016-04-13 00:25:00,0.0,150.219.63.118,42.219.156.28,4935,3389,TCP,....S.,0,0,1,52,background,2016-04-13 00:25:00
2016-04-13 00:25:10,0.0,202.5.201.157,42.219.154.69,80,57321,TCP,.A..S.,0,40,1,44,background,2016-04-13 00:25:10
2016-04-13 00:26:10,0.0,220.77.189.24,42.219.156.29,80,39528,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:26:10
2016-04-13 00:26:32,2.928,43.226.48.45,42.219.154.70,1158,445,TCP,....S.,0,40,2,96,background,2016-04-13 00:26:32
2016-04-13 00:26:34,0.0,105.124.196.191,42.219.152.23,60893,500,UDP,.A....,0,40,1,548,background,2016-04-13 00:26:34
2016-04-13 00:26:47,0.0,105.124.196.191,42.219.152.20,54322,500,UDP,.A....,0,40,1,548,background,2016-04-13 00:26:47
2016-04-13 00:27:51,0.0,227.123.95.46,42.219.158.19,32945,3128,TCP,....S.,0,40,1,40,background,2016-04-13 00:27:51
2016-04-13 00:27:56,8.984,206.44.245.69,42.219.154.66,54604,23,TCP,....S.,0,72,3,180,background,2016-04-13 00:27:56
2016-04-13 00:27:56,8.992,206.44.245.69,42.219.154.70,35380,23,TCP,....S.,0,72,3,180,background,2016-04-13 00:27:56
2016-04-13 00:27:56,8.992,206.44.245.69,42.219.154.71,40372,23,TCP,....S.,0,72,3,180,background,2016-04-13 00:27:56
2016-04-13 00:27:56,9.004,206.44.245.69,42.219.154.69,42713,23,TCP,....S.,0,72,3,180,background,2016-04-13 00:27:56
2016-04-13 00:27:56,9.02,206.44.245.69,42.219.154.68,54320,23,TCP,....S.,0,72,3,180,background,2016-04-13 00:27:56
2016-04-13 00:28:15,0.0,240.111.145.48,42.219.152.22,80,46246,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:28:15
2016-04-13 00:28:20,0.0,105.124.196.191,42.219.156.30,48936,500,UDP,.A....,0,40,1,548,background,2016-04-13 00:28:20
2016-04-13 00:28:53,8.943999999999999,154.85.15.90,42.219.152.21,59211,23,TCP,....S.,0,40,3,180,background,2016-04-13 00:28:53
2016-04-13 00:29:18,0.0,105.124.196.191,42.219.152.21,45578,500,UDP,.A....,0,40,1,548,background,2016-04-13 00:29:18
2016-04-13 00:29:21,0.0,240.111.145.48,42.219.152.21,80,35614,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:29:21
2016-04-13 00:29:40,5.0,72.228.229.136,42.219.156.29,33352,23,TCP,....S.,0,72,6,360,background,2016-04-13 00:29:40
2016-04-13 00:30:05,0.0,208.43.183.102,42.219.154.70,46090,3340,TCP,....S.,0,40,1,40,background,2016-04-13 00:30:05
2016-04-13 00:31:04,0.0,192.253.239.97,42.219.156.31,54312,8000,TCP,....S.,0,72,1,40,background,2016-04-13 00:31:04
2016-04-13 00:31:17,0.0,176.116.194.129,42.219.152.20,34680,7657,TCP,....S.,0,40,1,40,background,2016-04-13 00:31:17
2016-04-13 00:32:05,2.9960000000000004,66.184.122.60,42.219.152.18,54959,23,TCP,....S.,0,72,2,120,background,2016-04-13 00:32:05
2016-04-13 00:32:05,2.9960000000000004,66.184.122.60,42.219.152.22,38512,23,TCP,....S.,0,72,2,120,background,2016-04-13 00:32:05
2016-04-13 00:32:05,3.0,66.184.122.60,42.219.152.20,44611,23,TCP,....S.,0,72,2,120,background,2016-04-13 00:32:05
2016-04-13 00:32:05,3.0,66.184.122.60,42.219.152.21,43588,23,TCP,....S.,0,72,2,120,background,2016-04-13 00:32:05
2016-04-13 00:32:05,3.0,66.184.122.60,42.219.152.23,43792,23,TCP,....S.,0,72,2,120,background,2016-04-13 00:32:05
2016-04-13 00:32:07,0.0,93.179.112.232,42.219.158.19,53081,5903,TCP,....S.,0,0,1,40,background,2016-04-13 00:32:07
2016-04-13 00:32:32,0.0,237.224.125.106,42.219.154.69,40310,789,TCP,....S.,0,40,1,40,background,2016-04-13 00:32:32
2016-04-13 00:32:42,5.0,85.220.200.216,42.219.158.18,34751,23,TCP,....S.,0,72,6,360,background,2016-04-13 00:32:42
2016-04-13 00:32:43,0.0,124.232.119.236,42.219.156.31,42940,80,TCP,....S.,0,72,1,40,background,2016-04-13 00:32:43
2016-04-13 00:32:51,0.0,220.77.189.24,42.219.158.21,80,13445,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:32:51
2016-04-13 00:32:58,0.0,240.111.145.48,42.219.154.71,80,64925,TCP,.A..S.,0,0,1,44,background,2016-04-13 00:32:58
2016-04-13 00:33:02,0.0,237.224.125.106,42.219.154.66,40310,789,TCP,....S.,0,40,1,40,background,2016-04-13 00:33:02
2016-04-13 00:33:08,0.0,248.18.149.201,42.219.158.16,54601,22,TCP,....S.,0,0,1,48,background,2016-04-13 00:33:08
2016-04-13 00:33:08,0.0,248.18.149.201,42.219.158.17,54617,22,TCP,....S.,0,0,1,48,background,2016-04-13 00:33:08
2016-04-13 00:33:08,0.0,248.18.149.201,42.219.158.18,54968,22,TCP,....S.,0,0,1,48,background,2016-04-13 00:33:08
2016-04-13 00:33:08,0.0,248.18.149.201,42.219.158.19,54634,22,TCP,....S.,0,0,1,48,background,2016-04-13 00:33:08
2016-04-13 00:33:08,0.0,248.18.149.201,42.219.158.21,54701,22,TCP,....S.,0,0,1,48,background,2016-04-13 00:33:08
2016-04-13 00:33:10,0.0,248.18.149.201,42.219.152.18,54968,22,TCP,....S.,0,0,1,48,background,2016-04-13 00:33:10
2016-04-13 00:33:10,0.0,248.18.149.201,42.219.152.20,54701,22,TCP,....S.,0,0,1,48,background,2016-04-13 00:33:10
2016-04-13 00:33:10,0.0,248.18.149.201,42.219.152.22,54807,22,TCP,....S.,0,0,1,48,background,2016-04-13 00:33:10
2016-04-13 00:33:19,0.0,192.253.239.47,42.219.156.30,33421,2222,TCP,....S.,0,72,1,40,background,2016-04-13 00:33:19
2016-04-13 00:33:33,0.0,202.5.201.157,42.219.152.20,80,60179,TCP,.A..S.,0,40,1,44,background,2016-04-13 00:33:33
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5061,UDP,.A....,0,40,1,436,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5062,UDP,.A....,0,40,1,438,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5063,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5064,UDP,.A....,0,40,1,436,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5065,UDP,.A....,0,40,1,438,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5066,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5067,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5068,UDP,.A....,0,40,1,438,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5069,UDP,.A....,0,40,1,435,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5070,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5071,UDP,.A....,0,40,1,433,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5072,UDP,.A....,0,40,1,435,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5073,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5074,UDP,.A....,0,40,1,435,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5075,UDP,.A....,0,40,1,436,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5076,UDP,.A....,0,40,1,438,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5077,UDP,.A....,0,40,1,436,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5078,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5079,UDP,.A....,0,40,1,438,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5080,UDP,.A....,0,40,1,436,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5081,UDP,.A....,0,40,1,435,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5082,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5083,UDP,.A....,0,40,1,435,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5084,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.27,5066,5085,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5061,UDP,.A....,0,40,1,436,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5062,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5063,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5064,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5065,UDP,.A....,0,40,1,435,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5066,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5067,UDP,.A....,0,40,1,432,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5068,UDP,.A....,0,40,1,435,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5069,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5070,UDP,.A....,0,40,1,437,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5071,UDP,.A....,0,40,1,435,background,2016-04-13 00:33:39
2016-04-13 00:33:39,0.0,213.22.33.155,42.219.156.28,5066,5072,UDP,.A....,0,40,1,433,background,2016-04-13 00:33:39
