teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,354,90,0.8571626949124038,42.219.153.170,123,225.131.155.113,123,TCP,2016-11-04 04:30:50
3,46,1,0.7558412281796336,27.132.79.110,41484,42.219.153.170,123,UDP,2016-11-04 04:30:53
12,41,1,0.8140154003631324,233.131.79.68,49790,42.219.153.170,123,TCP,2016-11-04 04:31:05
10,37,50,0.8101474558934569,134.131.79.162,63574,42.219.153.170,123,TCP,2016-11-04 04:31:15
3,376,3,12.978045746684074,42.219.153.170,123,28.131.89.110,123,TCP,2016-11-04 04:31:18
3,36,30,0.7941686573904008,134.131.79.76,41310,42.219.153.170,123,TCP,2016-11-04 04:31:21
8,33,153,2.723171684425324,28.131.80.109,63614,42.219.153.170,123,TCP,2016-11-04 04:31:29
3,43,4,0.8284815042279661,69.131.39.87,41447,42.219.153.170,123,TCP,2016-11-04 04:31:32
4,78,9,0.7994499038904905,42.219.153.170,110,164.131.79.41,53,TCP,2016-11-04 04:31:36
15,37,36,0.7670818052720279,42.219.153.170,123,217.131.80.77,123,TCP,2016-11-04 04:31:51
11,78,1,0.7962213344871998,239.132.80.68,40870,42.219.153.170,123,TCP,2016-11-04 04:32:02
3,48,3,0.7865676584187895,29.131.84.80,40846,42.219.153.170,123,TCP,2016-11-04 04:32:05
8,78,1,0.7795787353534251,107.131.231.125,123,42.219.153.170,123,TCP,2016-11-04 04:32:13
4,79,1,0.8439127982128412,233.131.79.147,41488,42.219.153.170,123,TCP,2016-11-04 04:32:17
16,49,41,0.8204587628133595,42.219.153.170,123,229.131.79.61,31698,TCP,2016-11-04 04:32:33
3,46,1,0.7952694136183709,28.131.93.57,44093,42.219.153.170,110,TCP,2016-11-04 04:32:36
9,77,1,0.7982366548385471,239.131.79.39,64054,42.219.153.170,123,UDP,2016-11-04 04:32:45
10,44,31,0.8154745954088867,244.131.12.112,52807,42.219.153.170,123,TCP,2016-11-04 04:32:55
48,78,23,0.7695661978796124,134.131.109.68,41514,42.219.153.170,123,TCP,2016-11-04 04:33:43
12,78,1,0.8182383184321225,28.131.79.104,41278,42.219.153.170,123,TCP,2016-11-04 04:33:55
4,46,4,0.7756561925634742,141.102.80.103,42458,42.219.153.170,110,TCP,2016-11-04 04:33:59
11,77,6,0.7688166964799166,27.131.29.94,49706,42.219.153.170,123,TCP,2016-11-04 04:34:10
2,48,4,0.8221940766088665,42.219.153.170,123,27.131.237.122,40863,TCP,2016-11-04 04:34:12
11,78,6,0.8058370621874928,42.219.153.170,8907,159.134.79.72,123,TCP,2016-11-04 04:34:23
4,45,1,0.8085528637748212,42.219.153.170,445,28.131.79.124,4962,TCP,2016-11-04 04:34:27
3,51,9,5.911919642239809,42.219.153.170,123,197.131.80.69,41462,TCP,2016-11-04 04:34:30
4,253,1,0.781188118038699,42.219.153.170,123,28.131.79.108,40894,TCP,2016-11-04 04:34:34
4,79,34,0.829677427187562,27.131.235.103,80,42.219.153.170,110,TCP,2016-11-04 04:34:38
12,78,3,0.7849802502896637,28.131.201.85,41466,42.219.153.170,123,TCP,2016-11-04 04:34:50
23,360,1,0.7985295080579817,42.219.153.170,123,27.131.79.127,53,TCP,2016-11-04 04:35:13
25,45,498,0.7937856239732355,42.219.153.170,123,27.131.79.123,41514,TCP,2016-11-04 04:35:38
14,77,1,0.8170199138112366,42.219.153.170,123,247.131.137.188,41467,TCP,2016-11-04 04:35:52
124,45,1,0.7565424700733274,134.230.79.92,41267,42.219.153.170,123,TCP,2016-11-04 04:37:56
4,43,4,0.7726199005264789,42.219.153.170,22,28.131.42.83,40839,TCP,2016-11-04 04:38:00
46,225,2,0.8080367152579129,42.219.153.170,110,134.131.98.91,123,TCP,2016-11-04 04:38:46
3,36,1,0.8146588322706521,29.131.40.58,123,42.219.153.170,123,TCP,2016-11-04 04:38:49
7,39,1,0.8041259204037488,28.131.79.34,41429,42.219.153.170,123,TCP,2016-11-04 04:38:56
43,46,1,0.8148776481393725,234.133.102.64,41508,42.219.153.170,110,TCP,2016-11-04 04:39:39
9,45,1,0.8135101546067744,42.219.153.170,123,219.131.8.60,41489,TCP,2016-11-04 04:39:48
41,43,1,0.80536646861583,42.219.153.170,123,236.131.79.116,50504,TCP,2016-11-04 04:40:29
3,77,4,0.8046053883153945,239.131.79.122,41301,42.219.153.170,123,TCP,2016-11-04 04:40:32
11,39650,1,0.816388652427122,28.131.80.114,49654,42.219.153.170,123,TCP,2016-11-04 04:40:43
3,290,15,0.8199067788664252,28.237.93.111,49687,42.219.153.170,110,UDP,2016-11-04 04:40:46
4,78,17,0.7935613144654781,42.219.153.170,123,28.131.65.113,41458,TCP,2016-11-04 04:40:50
3,45,1,0.7962722140364349,254.131.43.120,123,42.219.153.170,123,TCP,2016-11-04 04:40:53
4,22624,71,0.8130789462011307,42.219.153.170,123,10.93.79.77,41474,TCP,2016-11-04 04:40:57
12,78,1,0.8012472535483539,28.131.80.118,123,42.219.153.170,123,TCP,2016-11-04 04:41:09
13,51,1,0.7790072278585285,28.131.73.134,41473,42.219.153.170,123,TCP,2016-11-04 04:41:22
10,37,1,0.8164367428980768,135.131.97.99,41501,42.219.153.170,123,TCP,2016-11-04 04:41:32
4,78,69,0.8064585195388645,28.131.79.97,40866,42.219.153.170,123,TCP,2016-11-04 04:41:36
8,253097,1,0.7717852054629475,237.131.94.37,41504,42.219.153.170,123,TCP,2016-11-04 04:41:44
5,61,1,0.7926831773947924,42.219.153.170,80,147.131.79.133,51315,TCP,2016-11-04 04:41:49
11,49,62,0.7914482918567955,148.6.80.102,41482,42.219.153.170,25,TCP,2016-11-04 04:42:00
13,275,14,0.8135150566231459,42.219.153.170,123,223.131.80.126,123,TCP,2016-11-04 04:42:13
3,77,1,0.8076771777123213,28.131.102.123,123,42.219.153.170,123,TCP,2016-11-04 04:42:16
3,78,1,0.7872021314688027,28.131.34.120,41291,42.219.153.170,123,TCP,2016-11-04 04:42:19
3,37,5,0.8175478102639318,42.219.153.170,123,239.132.50.126,41506,TCP,2016-11-04 04:42:22
3,79,1,0.7758576823398471,28.131.79.126,52867,42.219.153.170,110,TCP,2016-11-04 04:42:25
5,43,25,0.8250220329500735,42.219.153.170,123,71.131.79.119,123,TCP,2016-11-04 04:42:30
10,47,1,0.7797482775058597,110.181.79.102,123,42.219.153.170,123,TCP,2016-11-04 04:42:40
4,43,1,0.8202762049622834,42.219.153.170,80,28.131.79.91,40922,TCP,2016-11-04 04:42:44
5,80,1,0.8202024211641401,29.131.79.111,40868,42.219.153.170,110,TCP,2016-11-04 04:42:49
57,77,1,0.8015445861965418,242.131.125.100,41457,42.219.153.170,123,UDP,2016-11-04 04:43:46
30,78,1,0.8008296524640173,42.219.153.170,443,27.213.79.38,41502,TCP,2016-11-04 04:44:16
3,36,1,0.7891806866973639,42.219.153.170,53,225.228.69.84,41488,TCP,2016-11-04 04:44:19
3,78,78,0.8118321436922997,229.131.80.110,41491,42.219.153.170,123,TCP,2016-11-04 04:44:22
13,78,9,0.7779066406656057,28.131.91.62,123,42.219.153.170,123,TCP,2016-11-04 04:44:35
53,41,15,0.8148917625658214,42.219.153.170,123,94.117.151.93,40825,TCP,2016-11-04 04:45:28
10,45,65,0.7388682500459254,240.131.79.117,123,42.219.153.170,110,TCP,2016-11-04 04:45:38
7,38,4,0.7906022714450955,121.212.112.47,53,42.219.153.170,123,TCP,2016-11-04 04:45:45
9,78,4,0.7862183474935591,42.219.153.170,110,28.131.112.105,40870,TCP,2016-11-04 04:45:54
4,582,1,0.8127702882047743,42.219.153.170,6058,28.131.98.49,123,TCP,2016-11-04 04:45:58
25,79,1,0.7916649947874248,134.131.79.110,123,42.219.153.170,123,TCP,2016-11-04 04:46:23
10,78,1,0.7891697839368135,28.7.80.87,41453,42.219.153.170,123,TCP,2016-11-04 04:46:33
3,79,4,0.7764487979002297,28.87.79.118,123,42.219.153.170,123,TCP,2016-11-04 04:46:36
31,78,6,0.7949214549735188,28.131.57.120,41468,42.219.153.170,110,UDP,2016-11-04 04:47:07
7,359,17,0.8078084334265441,28.131.131.76,46117,42.219.153.170,123,TCP,2016-11-04 04:47:14
9,41,29,0.7725756133440882,42.219.153.170,123,247.131.94.64,53,TCP,2016-11-04 04:47:23
57,78,1,0.8088125016074628,218.131.115.50,123,42.219.153.170,123,TCP,2016-11-04 04:48:20
4,78,1,0.8469473998993635,178.131.79.168,123,42.219.153.170,123,TCP,2016-11-04 04:48:24
3,78,102,0.8161241125781089,42.219.153.170,123,28.117.118.39,123,TCP,2016-11-04 04:48:27
4,32,17,0.7750036327634007,42.219.153.170,123,28.131.62.90,41516,TCP,2016-11-04 04:48:31
11,77,3,0.7835013626608998,42.219.153.170,123,28.131.87.86,53,TCP,2016-11-04 04:48:42
19,333,1,0.8046316732652485,42.219.153.170,123,235.131.79.47,123,TCP,2016-11-04 04:49:01
12,24,16,0.8314749458804727,225.131.79.139,43465,42.219.153.170,123,TCP,2016-11-04 04:49:13
13,78,15,0.8225181167945266,42.219.153.170,123,239.131.79.104,123,TCP,2016-11-04 04:49:26
3,78,1,0.8024763918947428,28.131.80.86,123,42.219.153.170,123,TCP,2016-11-04 04:49:29
19,37,1,0.7923354723025113,42.219.153.170,110,228.131.79.32,123,TCP,2016-11-04 04:49:48
9,383,1,0.7972909037489444,135.131.79.84,41438,42.219.153.170,123,TCP,2016-11-04 04:49:57
3,44,6,0.7767335374373943,134.131.79.85,41485,42.219.153.170,123,TCP,2016-11-04 04:50:00
