teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
12,4526,2,19.494441479444504,42.219.158.169,22,137.195.202.85,11086,TCP,2016-11-04 04:20:25
6,4469,503,20.743459023535248,42.219.158.169,22,102.8.5.47,15261,TCP,2016-11-04 04:20:31
14,3613,83,19.901955228298906,42.219.158.169,3229,102.195.202.30,53,TCP,2016-11-04 04:20:45
19,4473,31,21.137126773595806,42.219.158.169,38769,102.195.202.84,45205,UDP,2016-11-04 04:21:04
7,2613,758,21.0453826636076,42.219.158.169,22,244.195.156.81,41809,TCP,2016-11-04 04:21:11
4,3769,69,21.30395219475031,42.219.158.169,37092,114.195.55.8,33926,TCP,2016-11-04 04:21:15
5,51,4,0.7505207655485719,24.195.202.87,3552,42.219.158.169,1674,TCP,2016-11-04 04:21:20
3,4493,521,7.20168274641037,119.195.5.4,123,42.219.158.169,22,TCP,2016-11-04 04:21:23
20,4586,7,10.65789097175002,42.219.158.169,22,102.195.162.50,18367,TCP,2016-11-04 04:21:43
17,4532,2,21.03717161715031,42.219.158.169,42691,32.130.202.125,62997,TCP,2016-11-04 04:22:00
19,4473,37,20.29856554046273,42.219.158.169,22,137.37.202.76,5078,TCP,2016-11-04 04:22:19
28,32,88,21.3344907425344,42.219.158.169,34936,135.91.202.79,63313,TCP,2016-11-04 04:22:47
13,84,32,21.60191094875336,42.219.158.169,25,102.212.111.30,5646,TCP,2016-11-04 04:23:00
5,4479,122,0.6666303619276732,216.8.202.143,22948,42.219.158.169,1691,TCP,2016-11-04 04:23:05
15,4495,18,15.135241270065308,42.219.158.169,53129,43.119.202.110,53,TCP,2016-11-04 04:23:20
20,131,4,2.276570102199912,42.219.158.169,22,102.195.202.43,22960,TCP,2016-11-04 04:23:40
15,73808760,9,0.6716321934945881,42.219.158.169,22,102.8.202.57,123,TCP,2016-11-04 04:23:55
17,4541,25,0.7083556491415948,137.195.202.131,43098,42.219.158.169,445,TCP,2016-11-04 04:24:12
7,4495,67,3.758613953366876,42.219.158.169,22,102.195.202.65,53,TCP,2016-11-04 04:24:19
27,4532,182,20.355131428688765,42.219.158.169,123,102.195.202.143,5097,TCP,2016-11-04 04:24:46
17,4518,72,20.82618612796068,42.219.158.169,22,137.195.72.110,36971,TCP,2016-11-04 04:25:03
7,4498,898,20.340248230844733,42.219.158.169,22,143.195.202.59,19935,TCP,2016-11-04 04:25:10
16,61,19,20.440794333815575,42.219.158.169,22,135.195.72.113,56838,TCP,2016-11-04 04:25:26
19,47,5,10.53411404415965,42.219.158.169,22,102.195.202.77,59453,TCP,2016-11-04 04:25:45
21,4527,9,20.577363833785054,42.219.158.169,38729,102.195.79.69,49920,TCP,2016-11-04 04:26:06
18,3556,232,21.86187332868576,42.219.158.169,22,102.195.202.79,25,TCP,2016-11-04 04:26:24
21,4424,74,0.7714963245671242,135.195.20.58,36251,42.219.158.169,50060,TCP,2016-11-04 04:26:45
4,4550,23,27.80161073058844,118.195.202.143,19453,42.219.158.169,22,TCP,2016-11-04 04:26:49
27,4478,248,23.710811130702496,102.195.227.156,21294,42.219.158.169,22,TCP,2016-11-04 04:27:16
16,4518,12,21.098314974457022,42.219.158.169,22,102.195.202.77,123,TCP,2016-11-04 04:27:32
5,4525,5,20.521021071821448,102.195.202.143,57496,42.219.158.169,22,TCP,2016-11-04 04:27:37
27,4568,29,21.302194230258465,42.219.158.169,22,102.214.202.170,5078,TCP,2016-11-04 04:28:04
13,4457,11,0.7018398974323645,42.219.158.169,56395,102.195.72.82,123,TCP,2016-11-04 04:28:17
17,4527,54,20.40845725312829,102.195.72.143,34773,42.219.158.169,45420,TCP,2016-11-04 04:28:34
4,4354,2,20.70117727294564,102.195.202.66,64844,42.219.158.169,5079,TCP,2016-11-04 04:28:38
19,3476,7,0.7392189977690578,42.219.158.169,22,137.195.106.137,43112,TCP,2016-11-04 04:28:57
17,3109,5014,20.44137581437826,102.195.232.157,6011,42.219.158.169,60897,TCP,2016-11-04 04:29:14
18,3217,10,0.7166223081294447,42.219.158.169,38792,216.195.202.27,53,TCP,2016-11-04 04:29:32
106,4507,728,21.9250383451581,42.219.158.169,22,102.195.31.7,53,TCP,2016-11-04 04:31:18
25,4586,450,0.7434571289923042,42.219.158.169,22,102.195.202.57,21509,TCP,2016-11-04 04:31:43
9,4560,2,22.2443036288023,42.219.158.169,25,102.195.202.198,17801,TCP,2016-11-04 04:31:52
23,4493,81,21.54291095584631,42.219.158.169,22,102.195.173.82,8992,TCP,2016-11-04 04:32:15
20,4556,34,17.178197499364614,42.219.158.169,22,137.195.202.114,25674,TCP,2016-11-04 04:32:35
6,4523,121,20.423166006803516,42.219.158.169,38764,102.203.202.49,123,TCP,2016-11-04 04:32:41
22,4485,166,21.402971573174,216.195.202.141,64908,42.219.158.169,51836,TCP,2016-11-04 04:33:03
4,4494,7,19.052336398512125,102.195.228.68,6061,42.219.158.169,22,TCP,2016-11-04 04:33:07
16,4498,21,21.245422795414925,42.219.158.169,29112,135.195.202.21,45922,TCP,2016-11-04 04:33:23
4,131275177,214,12.105139296501875,102.195.202.19,15166,42.219.158.169,25,TCP,2016-11-04 04:33:27
17,4527,85,20.66729183122516,42.219.158.169,22,216.195.202.15,41603,TCP,2016-11-04 04:33:44
6,4541,2,0.7114292134065181,42.219.158.169,25,102.195.202.50,24261,TCP,2016-11-04 04:33:50
22,4557,12,22.001036502420906,42.219.158.169,10293,102.9.122.33,62187,TCP,2016-11-04 04:34:12
12,4558,90,9.985093619674442,135.195.149.143,15289,42.219.158.169,22,TCP,2016-11-04 04:34:24
23,4486,2,21.490334294736385,42.219.158.169,22,102.141.202.44,123,TCP,2016-11-04 04:34:47
5,4600,425,20.02181189507246,42.219.158.169,22,102.8.202.70,36454,TCP,2016-11-04 04:34:52
18,4553,2,21.862247910350558,42.219.158.169,22,135.195.202.60,62930,TCP,2016-11-04 04:35:10
4,4593,38,0.6845088608097285,42.219.158.169,22,135.195.5.30,6849,TCP,2016-11-04 04:35:14
7,3381,149,0.72932478482835,42.219.158.169,54798,102.9.5.59,53,TCP,2016-11-04 04:35:21
22,4562,69,21.83391898870468,42.219.158.169,22,201.195.202.93,29020,TCP,2016-11-04 04:35:43
81,2956,6,20.70250926911831,216.195.104.28,24128,42.219.158.169,22,TCP,2016-11-04 04:37:04
7,4494,9,29.42998348921537,42.219.158.169,22,102.195.202.8,51126,TCP,2016-11-04 04:37:11
13,4475,3,20.00249727442861,42.219.158.169,22,216.203.214.112,123,TCP,2016-11-04 04:37:24
17,4549,120,19.646755579859022,42.219.158.169,22,102.195.202.2,5418,TCP,2016-11-04 04:37:41
20,135,2,20.659747458994392,42.219.158.169,1656,102.195.202.31,63066,TCP,2016-11-04 04:38:01
4,4499,169,21.91374545171857,42.219.158.169,49334,102.195.202.29,61099,TCP,2016-11-04 04:38:05
19,4548,74,21.287174452096227,42.219.158.169,22,102.195.202.46,9991,TCP,2016-11-04 04:38:24
18,136,5,21.645577434450388,42.219.158.169,22,102.129.202.34,60908,TCP,2016-11-04 04:38:42
21,2440,2,26.20140867680311,42.219.158.169,22,102.195.202.47,63279,TCP,2016-11-04 04:39:03
19,71,50,20.05943503975868,42.219.158.169,25,102.195.202.48,5715,TCP,2016-11-04 04:39:22
26,4471,4,19.943220064044002,42.219.158.169,22,137.195.202.34,123,TCP,2016-11-04 04:39:48
4,31,17,0.7043994683772326,42.219.158.169,25,102.195.202.53,60194,TCP,2016-11-04 04:39:52
21,4545,13,20.998819593340162,42.219.158.169,1603,102.9.202.171,43866,TCP,2016-11-04 04:40:13
5,4501,41,20.37191187590361,42.219.158.169,22,77.195.202.134,38352,TCP,2016-11-04 04:40:18
4,3265,18,8.190077321603892,42.219.158.169,60867,102.195.202.54,53,TCP,2016-11-04 04:40:22
29,42,30,0.7102891565300524,42.219.158.169,22,102.203.22.35,0,TCP,2016-11-04 04:40:51
22,4467,6,19.86701095104217,42.219.158.169,22,215.195.202.33,50429,TCP,2016-11-04 04:41:13
5,4566,5,20.191374331712726,42.219.158.169,22,102.195.72.137,58038,UDP,2016-11-04 04:41:18
5,52,2,20.85613102465868,42.219.158.169,22,147.195.202.81,15765,TCP,2016-11-04 04:41:23
7,4506,14,17.399933617562056,102.195.158.113,7418,42.219.158.169,50997,TCP,2016-11-04 04:41:30
5,4543,32,12.047121059149505,102.195.72.88,123,42.219.158.169,22,TCP,2016-11-04 04:41:35
17,2141,79,22.025537118315697,42.219.158.169,52924,102.195.202.99,53,TCP,2016-11-04 04:41:52
23,133,144,23.47723444551229,42.219.158.169,3357,102.195.202.26,53,TCP,2016-11-04 04:42:15
4,4574,4,21.484546534717087,42.219.158.169,22,69.195.202.29,53,TCP,2016-11-04 04:42:19
4,4101,36,21.11171607300639,42.219.158.169,22,135.195.29.143,40702,TCP,2016-11-04 04:42:23
20,3286,22,9.489267848432064,102.8.229.82,19960,42.219.158.169,22,TCP,2016-11-04 04:42:43
6,4523,56,21.451490040868517,137.195.72.113,60325,42.219.158.169,80,TCP,2016-11-04 04:42:49
16,2958,78,8.520414400845766,42.219.158.169,46781,102.195.202.128,123,TCP,2016-11-04 04:43:05
4,43,63,0.7467072503641248,42.219.158.169,22,102.8.202.143,54721,UDP,2016-11-04 04:43:09
21,4537,26,19.812857531011105,42.219.158.169,25,102.195.72.124,24154,TCP,2016-11-04 04:43:30
5,4548,33,20.575626153498884,42.219.158.169,22,220.195.202.121,51983,TCP,2016-11-04 04:43:35
69,4482,88,0.670424142270349,42.219.158.169,48359,102.195.202.60,61833,TCP,2016-11-04 04:44:44
4,4502,13,19.759603377431628,42.219.158.169,22,102.195.202.143,30600,TCP,2016-11-04 04:44:48
4,4569,21,21.311703465878967,42.219.158.169,54460,102.195.5.26,4418,TCP,2016-11-04 04:44:52
5,4488,17,21.35124143958092,42.219.158.169,22,134.9.202.93,54015,TCP,2016-11-04 04:44:57
13,53,1,19.215246967971325,42.219.158.169,47565,102.195.71.96,123,TCP,2016-11-04 04:45:10
13,4527,9,21.200120050460104,42.219.158.169,22,102.195.202.113,2120,TCP,2016-11-04 04:45:23
21,3637,13,14.456127416342495,42.219.158.169,22,102.195.202.47,123,TCP,2016-11-04 04:45:44
16,3673,31,0.7309576633851975,42.219.158.169,25,102.195.84.84,49583,TCP,2016-11-04 04:46:00
25,4558,48,19.76482588425279,102.195.202.110,34331,42.219.158.169,22,TCP,2016-11-04 04:46:25
19,4538,20,21.646060198545452,42.219.158.169,22,102.8.72.32,15789,TCP,2016-11-04 04:46:44
4,97,108,22.014699943363667,42.219.158.169,38758,102.135.121.66,123,TCP,2016-11-04 04:46:48
21,4535,111,0.6675499548437074,42.219.158.169,54910,102.203.72.143,80,TCP,2016-11-04 04:47:09
16,4462,1067,21.185380194336176,42.219.158.169,22,102.8.202.48,33854,TCP,2016-11-04 04:47:25
19,3268,22,8.883304249495268,42.219.158.169,22,137.195.100.62,55004,TCP,2016-11-04 04:47:44
5,4563,70,20.72377658262849,42.219.158.169,22,102.195.202.48,15189,TCP,2016-11-04 04:47:49
19,4568,95,20.88254241272807,91.195.202.109,51649,42.219.158.169,37912,TCP,2016-11-04 04:48:08
18,4553,61,19.757253114134073,102.130.202.58,61511,42.219.158.169,22,TCP,2016-11-04 04:48:26
4,51,7,9.19365462474525,42.219.158.169,22,102.173.202.41,19975,TCP,2016-11-04 04:48:30
15,2544,11,0.6488982473965734,42.219.158.169,22,102.195.202.57,5345,TCP,2016-11-04 04:48:45
13,4498,596,0.6968382771592587,102.195.202.36,2597,42.219.158.169,22,TCP,2016-11-04 04:48:58
17,4567,115,20.09069705754518,42.219.158.169,22,102.56.5.58,52763,TCP,2016-11-04 04:49:15
6,62,31,21.438831344246864,42.219.158.169,38575,102.90.178.115,42146,TCP,2016-11-04 04:49:21
15,4478,12,0.7090075328014791,42.219.158.169,22,102.78.202.72,8933,TCP,2016-11-04 04:49:36
23,4495,116,19.864740472286943,102.165.237.180,53,42.219.158.169,22,TCP,2016-11-04 04:49:59
14,4607,12,15.506674826145172,42.219.158.169,22,76.195.202.96,15310,TCP,2016-11-04 04:50:13
6,4516,2,22.48149225488305,102.195.202.60,53,42.219.158.169,56919,TCP,2016-11-04 04:50:19
17,56,26,22.268632505089045,102.195.202.143,60059,42.219.158.169,22,TCP,2016-11-04 04:50:36
5,4527,16,0.6844189764233306,42.219.158.169,22,102.195.220.58,31971,TCP,2016-11-04 04:50:41
23,4565,927,21.326625879853964,42.219.158.169,22,216.195.202.56,62615,TCP,2016-11-04 04:51:04
12,4578,45,0.6541218529455364,42.219.158.169,55641,102.195.202.102,5036,TCP,2016-11-04 04:51:16
21,1966,97,21.77009541168809,42.219.158.169,25,102.195.202.96,34140,TCP,2016-11-04 04:51:37
15,4490,19,21.050620045512915,42.219.158.169,48361,102.195.202.76,47769,TCP,2016-11-04 04:51:52
20,4543,5,20.35054449364543,42.219.158.169,123,102.213.202.105,123,TCP,2016-11-04 04:52:12
16,41,2,0.6329408318269998,102.195.202.107,46936,42.219.158.169,22,TCP,2016-11-04 04:52:28
3,4490,5,10.493782281875609,42.219.158.169,33055,135.195.202.129,443,TCP,2016-11-04 04:52:31
3,63,56,20.72042563185096,215.195.202.123,23245,42.219.158.169,22,TCP,2016-11-04 04:52:34
5,3899,44,21.367725737392906,42.219.158.169,25,102.195.202.140,53,TCP,2016-11-04 04:52:39
4,4465,53,21.24332405626774,42.219.158.169,22,102.8.189.55,4639,TCP,2016-11-04 04:52:43
5,175,3,0.7280716435052454,42.219.158.169,46760,135.196.5.29,29853,TCP,2016-11-04 04:52:48
11,4513,22,17.499000325798992,42.219.158.169,48832,102.195.202.48,5589,TCP,2016-11-04 04:52:59
5,4514,21,20.56635627150536,102.195.202.67,123,42.219.158.169,22,TCP,2016-11-04 04:53:04
32,120,30,20.852425776422024,216.195.5.58,50078,42.219.158.169,22,TCP,2016-11-04 04:53:36
15,4531,127,0.7396322884596884,42.219.158.169,22,215.195.202.18,123,TCP,2016-11-04 04:53:51
4,4512,25,18.39442765340209,42.219.158.169,22,135.195.202.20,16047,TCP,2016-11-04 04:53:55
4,2610,10,20.53882384300232,42.219.158.169,22,102.195.202.143,123,TCP,2016-11-04 04:53:59
58,134,952,0.6865207582013682,102.98.149.106,53,42.219.158.169,22,TCP,2016-11-04 04:54:57
6,4443,53,12.86476657167077,42.219.158.169,51571,102.195.202.32,123,TCP,2016-11-04 04:55:03
14,4557,545,20.534089509397745,130.203.202.167,43580,42.219.158.169,22,UDP,2016-11-04 04:55:17
18,4491,9,22.126532178372145,42.219.158.169,22,102.195.202.34,53,TCP,2016-11-04 04:55:35
24,52,75,22.350173659622673,42.219.158.169,22,102.195.202.18,56319,TCP,2016-11-04 04:55:59
14,4496,49,21.42478115111589,42.219.158.169,22,102.203.202.104,53,TCP,2016-11-04 04:56:13
20,52,85,22.54280599951744,42.219.158.169,53162,102.195.202.51,53,TCP,2016-11-04 04:56:33
6,4535,25,20.487754974514246,42.219.158.169,22,102.195.202.159,41289,TCP,2016-11-04 04:56:39
19,4487,17,0.7676906695123762,102.195.202.65,6065,42.219.158.169,22,TCP,2016-11-04 04:56:58
6,4523,2,21.55153715237975,71.195.202.79,28370,42.219.158.169,53149,TCP,2016-11-04 04:57:04
61,4525,172,20.748055424541235,102.195.21.124,64712,42.219.158.169,22,TCP,2016-11-04 04:58:05
14,4488,2,19.423729386180643,42.219.158.169,25,102.195.5.106,60880,TCP,2016-11-04 04:58:19
15,2751,41,20.380448821932077,42.219.158.169,25,102.195.202.133,14316,TCP,2016-11-04 04:58:34
3,4520,3,21.508765876293182,42.219.158.169,22,102.195.202.71,10994,TCP,2016-11-04 04:58:37
6,4498,48,0.7470470108091831,102.48.202.143,80,42.219.158.169,40080,TCP,2016-11-04 04:58:43
4,4505,15,17.757943086326122,42.219.158.169,22,216.195.202.116,5058,TCP,2016-11-04 04:58:47
15,4518,39,0.7337525733746588,42.219.158.169,48673,129.195.202.3,123,TCP,2016-11-04 04:59:02
15,4537,8,20.56531636789441,135.225.202.81,5383,42.219.158.169,25,TCP,2016-11-04 04:59:17
12,4582,23,19.76485428214073,102.143.72.98,20319,42.219.158.169,22,UDP,2016-11-04 04:59:29
11,23,674,21.541848063468933,42.219.158.169,22,102.195.202.75,2895,TCP,2016-11-04 04:59:40
19,3832,480,20.600728534162048,42.219.158.169,22,102.130.202.57,50487,TCP,2016-11-04 04:59:59
13,4478,62,20.272968225181106,42.219.158.169,48544,137.195.202.27,123,TCP,2016-11-04 05:00:12
6,5067,221,20.942943368107077,42.219.158.169,38737,102.9.202.137,63878,TCP,2016-11-04 05:00:18
15,4559,1164,19.67913863807917,102.8.42.76,5794,42.219.158.169,22,TCP,2016-11-04 05:00:33
19,2587,1,9.064877640455961,102.195.72.143,14148,42.219.158.169,45338,TCP,2016-11-04 05:00:52
13,4490,214,19.631491038948298,42.219.158.169,25,102.195.202.124,53,TCP,2016-11-04 05:01:05
18,3729,55,0.6617362902034074,42.219.158.169,10305,102.195.202.165,5363,TCP,2016-11-04 05:01:23
13,4531,10,21.559281662106514,42.219.158.169,44685,102.2.168.107,33939,TCP,2016-11-04 05:01:36
4,4500,20,20.842132218182087,42.219.158.169,25,102.195.5.28,50208,TCP,2016-11-04 05:01:40
9,3535,89,22.090727850794792,102.8.202.143,56402,42.219.158.169,38789,TCP,2016-11-04 05:01:49
3,4475,7,20.249953765422106,102.195.202.143,6106,42.219.158.169,10307,TCP,2016-11-04 05:01:52
17,4557,49,6.207080528140067,42.219.158.169,22,102.195.202.79,19582,TCP,2016-11-04 05:02:09
21,4536,4,20.922519877552983,42.219.158.169,22,102.195.159.5,50669,TCP,2016-11-04 05:02:30
5,4555,8,0.666554887779057,42.219.158.169,25,216.195.202.82,53,TCP,2016-11-04 05:02:35
5,4464,220,21.66710979491472,42.219.158.169,22,216.195.113.80,54053,TCP,2016-11-04 05:02:40
5,43,22,20.625544231384996,42.219.158.169,22,178.195.202.93,3853,TCP,2016-11-04 05:02:45
18,4566,7,167.6463310718536,42.219.158.169,22,137.195.202.143,62191,TCP,2016-11-04 05:03:03
14,4517,132,10.102127401158212,42.219.158.169,22,216.195.72.15,28966,TCP,2016-11-04 05:03:17
6,4469,6,0.7663823382463306,102.195.202.67,53,42.219.158.169,50862,TCP,2016-11-04 05:03:23
6,4463,79,21.065146241337057,42.219.158.169,56456,102.116.202.79,53,TCP,2016-11-04 05:03:29
5,4497,278,21.81637991219759,102.9.174.21,12846,42.219.158.169,54870,TCP,2016-11-04 05:03:34
16,527,110,19.327209021896124,42.219.158.169,22,102.226.128.128,41972,TCP,2016-11-04 05:03:50
3,91,10,19.910934370011088,42.219.158.169,25,102.195.222.98,8564,TCP,2016-11-04 05:03:53
5,2610,10,0.7578553652856499,42.219.158.169,48595,102.195.202.183,5438,TCP,2016-11-04 05:03:58
13,4516,7,21.24712125957012,42.219.158.169,22,137.195.5.33,123,TCP,2016-11-04 05:04:11
15,4554,3,21.402488809078925,179.195.202.126,123,42.219.158.169,25,TCP,2016-11-04 05:04:26
4,38079592,7,0.6931405932409689,42.219.158.169,22,102.195.202.16,9654,TCP,2016-11-04 05:04:30
3,4604,23,0.7211199081502855,42.219.158.169,22,216.195.202.32,47575,TCP,2016-11-04 05:04:33
8,2581,31,20.942800026386976,102.206.42.107,51191,42.219.158.169,22,TCP,2016-11-04 05:04:41
5,44,20,21.166651111096144,216.195.202.66,53,42.219.158.169,22,TCP,2016-11-04 05:04:46
15,4466,34,21.828177206218246,42.219.158.169,22,102.195.202.23,38479,TCP,2016-11-04 05:05:01
4,3593,67,20.959875270724297,42.219.158.169,22,102.195.202.70,43024,TCP,2016-11-04 05:05:05
4,4486,6,21.80785784125328,102.195.5.83,2380,42.219.158.169,22,TCP,2016-11-04 05:05:09
4,4542,62,20.237365387380127,42.219.158.169,22,75.195.202.79,53,TCP,2016-11-04 05:05:13
158,43,257,0.7162756172474474,216.195.202.76,24011,42.219.158.169,22,TCP,2016-11-04 05:07:51
4,2770,15,19.95346899703145,102.195.202.17,53,42.219.158.169,22,TCP,2016-11-04 05:07:55
