teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
3,47,1,2.649309961125254,174.108.2.64,27975,42.219.153.193,445,TCP,2016-11-04 04:03:29
3,45,2,0.8283531221095473,174.123.2.64,30108,42.219.153.193,80,TCP,2016-11-04 04:03:32
3,115,1,2.781986752990633,174.108.2.64,29686,42.219.153.193,80,TCP,2016-11-04 04:03:35
4,49,3,0.8040301620494574,42.219.153.193,80,174.108.2.96,30041,TCP,2016-11-04 04:03:39
4,148,7,0.8072285586968064,42.219.153.193,80,174.108.2.64,28264,TCP,2016-11-04 04:03:43
3,102,1,0.7965284711681306,174.108.2.64,28252,42.219.153.193,80,TCP,2016-11-04 04:03:46
4,2768,1,0.8171339279506356,174.108.2.128,27935,42.219.153.193,80,TCP,2016-11-04 04:03:50
4,1090,10,0.8526116798166186,249.108.2.64,28237,42.219.153.193,80,TCP,2016-11-04 04:03:54
4,48,4,0.8140291767194867,174.108.2.64,28318,42.219.153.193,80,TCP,2016-11-04 04:03:58
3,91,1,0.829621730139479,174.57.2.64,29671,42.219.153.193,80,TCP,2016-11-04 04:04:01
3,1158,1,13.478983137756586,174.108.2.77,29285,42.219.153.193,80,TCP,2016-11-04 04:04:04
3,512,8,0.8155449985060841,174.108.2.64,28265,42.219.153.193,80,TCP,2016-11-04 04:04:07
4,80,1,0.8190610965248197,174.108.2.64,28302,42.219.153.193,80,TCP,2016-11-04 04:04:11
4,79,12,0.8218191568739712,174.108.2.202,28303,42.219.153.193,80,TCP,2016-11-04 04:04:15
4,40,1,21.519878916442394,174.108.2.64,29969,42.219.153.193,80,TCP,2016-11-04 04:04:19
4,574,1,0.8178316201083362,134.108.2.231,28012,42.219.153.193,80,TCP,2016-11-04 04:04:23
4,48,1,0.8176326658576727,42.219.153.193,80,174.108.2.64,27991,TCP,2016-11-04 04:04:27
3,143,1,0.7699719665106386,174.108.2.64,28257,42.219.153.193,80,TCP,2016-11-04 04:04:30
4,51,8,2.660599135793745,174.109.46.64,31277,42.219.153.193,80,TCP,2016-11-04 04:04:34
4,8106,1,0.8312524112407118,174.108.2.64,30093,42.219.153.193,80,TCP,2016-11-04 04:04:38
4,7015,2,0.812335868133232,174.108.234.64,29293,42.219.153.193,80,TCP,2016-11-04 04:04:42
4,49,4,0.8213310681749135,42.219.153.193,80,174.108.2.77,28005,TCP,2016-11-04 04:04:46
3,47,2,0.7871455892454833,174.108.2.64,29316,42.219.153.193,80,TCP,2016-11-04 04:04:49
4,48,1,0.8170481426641345,42.219.153.193,80,174.109.2.64,28262,TCP,2016-11-04 04:04:53
3,441,13,0.8320648781955242,42.219.153.193,80,204.108.2.182,31176,TCP,2016-11-04 04:04:56
3,111,2,0.8080991737078875,174.108.2.165,28230,42.219.153.193,80,TCP,2016-11-04 04:04:59
4,1290,3,0.8380566635169089,174.108.2.64,28290,42.219.153.193,80,TCP,2016-11-04 04:05:03
3,48,15,0.8068337773438543,174.108.2.64,53,42.219.153.193,80,TCP,2016-11-04 04:05:06
4,47,2,0.8228588914498687,42.219.153.193,80,174.108.2.131,30116,TCP,2016-11-04 04:05:10
4,46,1,0.8003719900734723,174.108.2.64,28243,42.219.153.193,80,TCP,2016-11-04 04:05:14
3,51,4,0.8051228891126812,174.108.2.64,28304,42.219.153.193,80,TCP,2016-11-04 04:05:17
3,2433,10,0.8576838299632072,212.108.2.44,58229,42.219.153.193,80,TCP,2016-11-04 04:05:20
58,47,2,0.8220580879133195,174.108.2.23,28303,42.219.153.193,80,TCP,2016-11-04 04:06:18
3,47,11,10.878132820129396,174.108.2.64,28272,42.219.153.193,80,TCP,2016-11-04 04:06:21
4,76,4,0.8325166243594141,174.80.2.64,27987,42.219.153.193,80,TCP,2016-11-04 04:06:25
4,36,6,0.8137414790689945,174.230.2.64,49635,42.219.153.193,80,TCP,2016-11-04 04:06:29
4,8155,1,0.7986937256064266,42.219.153.193,80,174.108.2.64,28226,TCP,2016-11-04 04:06:33
3,697,1,0.8103553690016271,174.117.2.64,28000,42.219.153.193,80,TCP,2016-11-04 04:06:36
4,47,7,0.8089217827655375,174.108.2.64,28300,42.219.153.193,80,TCP,2016-11-04 04:06:40
3,46,1,0.8016613894142209,174.108.2.64,28317,42.219.153.193,80,TCP,2016-11-04 04:06:43
21,1465,17,0.840562439057976,42.219.153.193,80,174.34.2.77,28278,TCP,2016-11-04 04:07:04
28,108,1,0.8125950833782554,174.108.2.64,31471,42.219.153.193,80,TCP,2016-11-04 04:07:32
3,50,1,0.766455868491903,174.108.2.64,28284,42.219.153.193,80,TCP,2016-11-04 04:07:35
3,48,1,0.8496941349003464,174.108.2.64,28283,42.219.153.193,80,TCP,2016-11-04 04:07:38
3,47,1,0.8001143806613982,174.108.2.64,28276,42.219.153.193,80,TCP,2016-11-04 04:07:41
3,6311,1,0.8414100653026253,174.108.2.141,49435,42.219.153.193,80,TCP,2016-11-04 04:07:44
4,48,25,0.8000288489274681,174.108.2.64,28016,42.219.153.193,80,TCP,2016-11-04 04:07:48
4,48,5,0.8165499963797629,42.219.153.193,80,174.108.2.64,29082,TCP,2016-11-04 04:07:52
4,164,1,0.8199636591598392,174.108.2.64,27935,42.219.153.193,80,TCP,2016-11-04 04:07:56
13,65,1,21.28065916523337,174.108.2.69,30025,42.219.153.193,80,TCP,2016-11-04 04:08:09
4,51,5,0.7585402952972801,174.108.3.70,49894,42.219.153.193,80,TCP,2016-11-04 04:08:13
4,34,6,0.8220901200547814,174.108.2.64,28303,42.219.153.193,80,TCP,2016-11-04 04:08:17
4,46,35,0.8037812579423189,174.109.2.64,28312,42.219.153.193,80,TCP,2016-11-04 04:08:21
4,118,1,0.8156495466828346,174.108.2.64,28265,42.219.153.193,80,TCP,2016-11-04 04:08:25
16,23986,1,0.8244198455940932,42.219.153.193,80,174.108.2.23,3659,TCP,2016-11-04 04:08:41
4,65806,1,0.80051448661834,174.108.2.151,28298,42.219.153.193,80,TCP,2016-11-04 04:08:45
3,122,4,0.7994662157725543,174.108.2.64,27931,42.219.153.193,80,TCP,2016-11-04 04:08:48
3,47,34,0.8020623405463994,174.108.2.173,28297,42.219.153.193,80,TCP,2016-11-04 04:08:51
3,47,1,0.7638212882447988,174.108.2.138,28293,42.219.153.193,80,TCP,2016-11-04 04:08:54
4,32,1,0.795669942162931,174.108.233.64,29280,42.219.153.193,80,TCP,2016-11-04 04:08:58
3,784,1,0.8320581167936325,174.108.2.64,28266,42.219.153.193,80,TCP,2016-11-04 04:09:01
3,2598,4,0.8349892690312117,174.108.2.64,28282,42.219.153.193,80,TCP,2016-11-04 04:09:04
3,51,1,0.8384729123208672,174.203.2.3,29659,42.219.153.193,80,TCP,2016-11-04 04:09:07
3,52,1,0.8127341992221773,174.108.2.64,28265,42.219.153.193,80,TCP,2016-11-04 04:09:10
4,76,3,0.8249696320854127,42.219.153.193,80,174.108.2.64,29243,TCP,2016-11-04 04:09:14
3,63,6,0.8573185452260077,42.219.153.193,80,174.108.130.146,38054,TCP,2016-11-04 04:09:17
3,1150,2,0.8392756597604603,174.126.2.64,29641,42.219.153.193,80,TCP,2016-11-04 04:09:20
4,51,14,28.34325581789017,42.219.153.193,80,73.108.2.64,28256,TCP,2016-11-04 04:09:24
4,145,1,0.8055377856362611,174.108.3.152,28240,42.219.153.193,80,TCP,2016-11-04 04:09:28
4,62,7,20.57247939705849,42.219.153.193,80,174.108.2.64,44566,TCP,2016-11-04 04:09:32
3,123,15,0.8544866165611893,174.108.2.148,28248,42.219.153.193,80,TCP,2016-11-04 04:09:35
5,103,1,0.8172596055082977,174.108.2.190,26169,42.219.153.193,80,TCP,2016-11-04 04:09:40
3,91,1,0.8167426118161529,174.108.2.85,30049,42.219.153.193,80,TCP,2016-11-04 04:09:43
5,674,6,0.8139149090275168,174.108.2.64,27933,42.219.153.193,80,TCP,2016-11-04 04:09:48
3,23321,1,0.8093832484446466,174.108.2.84,28264,42.219.153.193,80,TCP,2016-11-04 04:09:51
4,46,6,0.8200430211145431,174.108.2.64,28259,42.219.153.193,80,TCP,2016-11-04 04:09:55
3,51,5,0.8071542677935213,42.219.153.193,80,174.108.234.200,28228,TCP,2016-11-04 04:09:58
4,50,11,0.8019564400892705,174.108.2.204,28284,42.219.153.193,80,TCP,2016-11-04 04:10:02
4,65,7,0.8007875627372414,42.219.153.193,80,174.108.2.64,30074,TCP,2016-11-04 04:10:06
4,117,6,0.7933645576704293,174.108.2.64,28017,42.219.153.193,80,TCP,2016-11-04 04:10:10
3,107,1,20.60989969968796,174.147.2.64,27954,42.219.153.193,80,TCP,2016-11-04 04:10:13
4,3749,6,2.7610796531662345,42.219.153.193,80,174.108.2.251,23152,TCP,2016-11-04 04:10:17
4,6447,4,0.783808414824307,174.108.2.64,30064,42.219.153.193,80,TCP,2016-11-04 04:10:21
4,125,1,0.7973259785212576,42.219.153.193,80,174.108.2.64,28271,TCP,2016-11-04 04:10:25
4,116,4,0.8012722707353532,42.219.153.193,80,174.108.2.64,55292,TCP,2016-11-04 04:10:29
3,938,9,0.7859424822963774,174.108.2.237,28279,42.219.153.193,80,TCP,2016-11-04 04:10:32
4,102,15,0.7856520800851285,42.219.153.193,80,174.108.2.64,28255,TCP,2016-11-04 04:10:36
4,105,1,0.79659219738096,174.108.2.109,28282,42.219.153.193,80,TCP,2016-11-04 04:10:40
4,47,1,0.7841468229889871,42.219.153.193,80,174.108.2.64,28241,TCP,2016-11-04 04:10:44
4,8037,4,0.8244520467706025,174.108.2.64,4411,42.219.153.193,80,TCP,2016-11-04 04:10:48
4,29,1,0.8451382177881896,174.108.2.64,28313,42.219.153.193,80,TCP,2016-11-04 04:10:52
4,26,1,0.8175265963654965,174.108.2.64,28814,42.219.153.193,80,TCP,2016-11-04 04:10:56
4,2446,18,0.8470709645189345,174.109.2.208,45250,42.219.153.193,80,TCP,2016-11-04 04:11:00
4,13918,4,0.7872035682667047,174.18.2.64,42468,42.219.153.193,80,TCP,2016-11-04 04:11:04
4,98,14,0.7958657692652196,42.219.153.193,80,174.108.2.64,27987,TCP,2016-11-04 04:11:08
3,59,1,0.7776770065538585,174.243.2.64,28234,42.219.153.193,80,TCP,2016-11-04 04:11:11
4,1889,1,0.8138459427282214,42.219.153.193,80,174.108.2.102,28287,TCP,2016-11-04 04:11:15
20,6160,3,0.7834681472741067,174.108.2.219,28270,42.219.153.193,80,TCP,2016-11-04 04:11:35
3,50,1,0.7841658394318074,174.108.2.178,28258,42.219.153.193,80,TCP,2016-11-04 04:11:38
4,49,2,0.8513190688099712,174.108.2.64,27991,42.219.153.193,80,TCP,2016-11-04 04:11:42
3,49,1,0.7876200706232339,42.219.153.193,80,174.109.2.142,28260,TCP,2016-11-04 04:11:45
4,20417,1,0.825649491045624,42.219.153.193,80,174.109.2.65,29254,TCP,2016-11-04 04:11:49
3,8502,1,0.8167787007987499,174.71.2.64,28257,42.219.153.193,80,TCP,2016-11-04 04:11:52
3,260,8,14.237028244882822,42.219.153.193,80,174.108.2.64,28308,TCP,2016-11-04 04:11:55
3,249,2,0.7928009103052318,42.219.153.193,80,174.108.2.64,30041,TCP,2016-11-04 04:11:58
3,3938,1,0.7811106154695153,174.108.2.64,28241,42.219.153.193,80,TCP,2016-11-04 04:12:01
4,49,1,0.8843843524809927,174.108.2.64,55790,42.219.153.193,80,TCP,2016-11-04 04:12:05
4,97,1,0.7914554758463055,42.219.153.193,80,174.108.2.64,28258,TCP,2016-11-04 04:12:09
3,28548,4,0.7883537672460079,163.108.2.65,28264,42.219.153.193,80,TCP,2016-11-04 04:12:12
3,48,4,7.038332685828209,42.219.153.193,80,174.108.2.147,28314,TCP,2016-11-04 04:12:15
4,105,1,0.8215014555025846,174.108.2.64,28262,42.219.153.193,80,TCP,2016-11-04 04:12:19
4,86,1,0.8265264448709786,174.108.2.64,31262,42.219.153.193,80,TCP,2016-11-04 04:12:23
4,157,1,0.8038997515104711,174.108.2.64,28261,42.219.153.193,80,TCP,2016-11-04 04:12:27
3,46,12,0.7933227214962244,174.108.2.64,28240,42.219.153.193,80,TCP,2016-11-04 04:12:30
4,77,1,0.8045616927556694,214.108.2.181,29271,42.219.153.193,80,TCP,2016-11-04 04:12:34
4,188,3,0.8264830028638244,174.108.2.3,29274,42.219.153.193,80,TCP,2016-11-04 04:12:38
4,60,1,0.8201031130738556,42.219.153.193,80,174.108.2.64,30062,TCP,2016-11-04 04:12:42
3,47,4,0.8112738209310919,174.108.2.64,53,42.219.153.193,80,TCP,2016-11-04 04:12:45
8,47,1,0.79823834518902,174.108.2.64,28297,42.219.153.193,80,TCP,2016-11-04 04:12:53
14,1072,1,0.8162306046579033,42.219.153.193,80,174.108.2.64,28813,TCP,2016-11-04 04:13:07
4,213,7,5.921022517606616,42.219.153.193,80,174.108.2.97,29289,TCP,2016-11-04 04:13:11
4,1986,2,0.8530209136661142,42.219.153.193,80,174.108.2.64,28245,TCP,2016-11-04 04:13:15
10,126,12,0.8394712333101779,174.99.161.64,28010,42.219.153.193,80,TCP,2016-11-04 04:13:25
3,2540,23,0.7863480818923563,174.108.2.16,28017,42.219.153.193,80,TCP,2016-11-04 04:13:28
4,121,1,0.8098989743739367,174.108.2.64,28302,42.219.153.193,80,TCP,2016-11-04 04:13:32
4,78,6,0.8462376217357814,174.108.2.86,29475,42.219.153.193,80,TCP,2016-11-04 04:13:36
3,40761,1,0.8323955952655524,42.219.153.193,80,174.108.2.64,28236,TCP,2016-11-04 04:13:39
3,152,5,0.7942969549912959,174.108.2.64,28293,42.219.153.193,80,TCP,2016-11-04 04:13:42
3,46,1,13.427016355097294,174.108.2.64,29643,42.219.153.193,80,TCP,2016-11-04 04:13:45
3,69,1,16.850679248571392,174.108.2.55,27994,42.219.153.193,80,TCP,2016-11-04 04:13:48
4,17364,8,0.8034135221969336,174.108.2.64,28228,42.219.153.193,80,TCP,2016-11-04 04:13:52
4,534,13,0.8114780152682215,42.219.153.193,80,128.212.71.124,28740,TCP,2016-11-04 04:13:56
4,47,5,0.8560896604321897,174.108.2.64,54538,42.219.153.193,80,TCP,2016-11-04 04:14:00
3,50,1,0.8409267941024154,174.108.2.126,28288,42.219.153.193,80,TCP,2016-11-04 04:14:03
3,75,1,0.8274765908718109,42.219.153.193,80,174.109.2.96,28271,TCP,2016-11-04 04:14:06
4,5246,1,0.8149484738241881,42.219.153.193,80,174.108.2.134,30057,TCP,2016-11-04 04:14:10
4,39889,1,3.970715411938727,174.108.2.220,28015,42.219.153.193,80,TCP,2016-11-04 04:14:14
13,48,2,0.8251515137962997,174.108.2.64,27968,42.219.153.193,80,TCP,2016-11-04 04:14:27
17,246,2,15.31410874798894,174.108.2.64,28310,42.219.153.193,80,TCP,2016-11-04 04:14:44
3,38599,6,0.8075919840484858,174.108.2.64,28290,42.219.153.193,80,TCP,2016-11-04 04:14:47
4,1192,1,0.8396101801190525,42.219.153.193,80,174.108.2.64,30033,TCP,2016-11-04 04:14:51
4,78,11,17.382071346044537,174.108.2.175,27839,42.219.153.193,80,TCP,2016-11-04 04:14:55
20,115,8,0.8287198436446488,174.126.2.64,28081,42.219.153.193,80,TCP,2016-11-04 04:15:15
4,49,2,0.7890321048907936,42.219.153.193,80,174.108.2.64,123,TCP,2016-11-04 04:15:19
15,173,1,0.8154833852313459,174.108.2.64,32631,42.219.153.193,80,TCP,2016-11-04 04:15:34
53,210,2,0.8126715717371553,42.219.153.193,80,174.108.2.64,28296,TCP,2016-11-04 04:16:27
3,530,4,0.8202594704926014,174.108.234.64,23498,42.219.153.193,80,TCP,2016-11-04 04:16:30
4,1447,4,0.8203480448573828,42.219.153.193,80,174.109.2.195,28243,TCP,2016-11-04 04:16:34
4,968,1,0.8666503785643727,174.108.2.177,28283,42.219.153.193,80,TCP,2016-11-04 04:16:38
4,101,1,0.7902072365395725,174.108.2.192,28274,42.219.153.193,80,TCP,2016-11-04 04:16:42
4,48,8,1.2071414776146412,42.219.153.193,80,174.108.2.64,28728,TCP,2016-11-04 04:16:46
4,47,5,0.809119300218299,174.108.2.64,27994,42.219.153.193,80,TCP,2016-11-04 04:16:50
3,51,1,24.822588443756104,174.108.2.181,27938,42.219.153.193,80,TCP,2016-11-04 04:16:53
3,108,1,0.8387832606676966,174.108.2.64,37959,42.219.153.193,80,TCP,2016-11-04 04:16:56
3,49,1,0.8106604772619903,174.108.2.64,27924,42.219.153.193,80,TCP,2016-11-04 04:16:59
14,1104,6,0.8007617848925292,174.193.2.87,28231,42.219.153.193,80,TCP,2016-11-04 04:17:13
4,46,11,0.8174126667436212,174.108.2.158,28259,42.219.153.193,80,TCP,2016-11-04 04:17:17
3,5270,3,0.8466704359743744,174.108.2.64,30098,42.219.153.193,80,TCP,2016-11-04 04:17:20
3,11415,12,0.8388102217577398,42.219.153.193,80,174.108.2.64,28266,TCP,2016-11-04 04:17:23
3,36,1,0.7918025893159211,174.108.2.81,28313,42.219.153.193,80,TCP,2016-11-04 04:17:26
4,50,5,0.7846739587839693,174.38.2.64,28271,42.219.153.193,80,TCP,2016-11-04 04:17:30
4,71,8,0.8183214836753905,42.219.153.193,80,174.108.2.64,31456,TCP,2016-11-04 04:17:34
4,151,1,16.261256743222475,174.108.2.64,49680,42.219.153.193,80,TCP,2016-11-04 04:17:38
3,46,5,0.8184093818999827,174.108.2.64,28293,42.219.153.193,80,TCP,2016-11-04 04:17:41
4,46,1,0.7767668373417109,42.219.153.193,80,174.108.2.64,28729,TCP,2016-11-04 04:17:45
3,93,1,0.7683357072528452,174.108.2.64,29285,42.219.153.193,80,TCP,2016-11-04 04:17:48
3,54,21,0.7936122785322368,174.108.233.64,28226,42.219.153.193,80,TCP,2016-11-04 04:17:51
4,48,1,0.8201463015284389,174.104.2.64,28019,42.219.153.193,80,TCP,2016-11-04 04:17:55
3,158,3,0.7997843397315592,42.219.153.193,80,174.108.2.70,28276,TCP,2016-11-04 04:17:58
3,4131,2,0.8044890076853335,174.108.2.64,30103,42.219.153.193,80,TCP,2016-11-04 04:18:01
3,27500,2,0.8536845452617854,174.120.2.64,28269,42.219.153.193,80,TCP,2016-11-04 04:18:04
4,1137,1,0.8097786214202642,174.109.2.151,28305,42.219.153.193,80,TCP,2016-11-04 04:18:08
4,47,1,0.8094425797462463,174.108.2.64,28274,42.219.153.193,80,TCP,2016-11-04 04:18:12
3,290,2,0.8109698959160596,174.219.2.64,28237,42.219.153.193,80,TCP,2016-11-04 04:18:15
4,60,1,0.8423515905160457,42.219.153.193,80,174.108.2.64,29648,TCP,2016-11-04 04:18:19
4,141,1,0.7880838182754815,174.22.235.64,28318,42.219.153.193,80,TCP,2016-11-04 04:18:23
3,39,12,0.8025292998645455,42.219.153.193,80,174.108.2.110,28304,TCP,2016-11-04 04:18:26
10,80,2,3.471456538885832,174.108.2.52,28267,42.219.153.193,80,TCP,2016-11-04 04:18:36
54,129,6,0.7993878680281341,174.228.2.64,28293,42.219.153.193,443,TCP,2016-11-04 04:19:30
4,48,11,0.8465560837648809,174.60.2.71,28303,42.219.153.193,80,TCP,2016-11-04 04:19:34
4,39,1,0.8097717755008489,42.219.153.193,80,174.108.202.233,28298,TCP,2016-11-04 04:19:38
4,45,6,0.8277291292324662,174.108.2.64,28021,42.219.153.193,80,TCP,2016-11-04 04:19:42
3,606,1,0.8150410205125809,42.219.153.193,80,174.108.2.64,27963,TCP,2016-11-04 04:19:45
4,3235,1,0.8214873410761356,42.219.153.193,80,174.254.2.86,27988,TCP,2016-11-04 04:19:49
4,48,1,0.843991230474785,42.219.153.193,80,174.108.2.64,30025,TCP,2016-11-04 04:19:53
3,4445,9,0.8137419861741364,174.109.2.64,28279,42.219.153.193,80,TCP,2016-11-04 04:19:56
4,47,8,0.8227775855921209,174.66.2.64,7001,42.219.153.193,80,TCP,2016-11-04 04:20:00
3,279,9,0.7974815752822906,42.219.153.193,80,174.108.2.93,51682,TCP,2016-11-04 04:20:03
3,47,1,0.8077236623503268,42.219.153.193,80,103.198.71.126,28301,TCP,2016-11-04 04:20:06
16,46,52,0.7893200560938567,174.186.2.164,28281,42.219.153.193,80,TCP,2016-11-04 04:20:22
3,1147,9,0.8043152396567166,42.219.153.193,80,174.108.2.64,28283,TCP,2016-11-04 04:20:25
3,46,4,0.8106206695083529,42.219.153.193,80,174.108.2.194,29703,TCP,2016-11-04 04:20:28
3,104,1,0.8038644231855869,42.219.153.193,80,174.93.2.64,30104,TCP,2016-11-04 04:20:31
4,1531,1,0.7964113298803568,174.108.2.170,6971,42.219.153.193,80,TCP,2016-11-04 04:20:35
10,57,1,0.8416942132171243,174.108.166.64,28001,42.219.153.193,80,TCP,2016-11-04 04:20:45
4,7165,4,0.8125597550533712,174.108.2.64,28279,42.219.153.193,80,TCP,2016-11-04 04:20:49
3,4307,5,0.8235202410724014,174.76.2.23,28311,42.219.153.193,80,TCP,2016-11-04 04:20:52
4,76,1,0.8140971288084984,42.219.153.193,80,174.108.2.175,28009,TCP,2016-11-04 04:20:56
4,47,2,0.8285403284244239,42.219.153.193,80,174.108.2.122,28810,TCP,2016-11-04 04:21:00
4,135,1,0.8471175336744636,174.108.2.64,28309,42.219.153.193,25,TCP,2016-11-04 04:21:04
4,49,9,0.8394217060413212,174.108.2.64,28318,42.219.153.193,80,TCP,2016-11-04 04:21:08
3,84,5,0.8305906390305609,174.220.2.64,28302,42.219.153.193,80,TCP,2016-11-04 04:21:11
4,147,12,0.7979345046915114,174.108.2.64,28054,42.219.153.193,80,TCP,2016-11-04 04:21:15
3,43,9,0.8198369673918933,174.108.234.199,27968,42.219.153.193,80,TCP,2016-11-04 04:21:18
4,95,4,0.7919244635850191,174.108.2.148,30034,42.219.153.193,80,TCP,2016-11-04 04:21:22
2,5530,7,7.368461513891816,42.219.153.193,80,174.157.2.200,28274,TCP,2016-11-04 04:21:24
4,611,2,0.8239364898763597,174.108.2.192,28276,42.219.153.193,80,TCP,2016-11-04 04:21:28
3,56,4,3.1555327400565147,19.108.2.64,31921,42.219.153.193,80,TCP,2016-11-04 04:21:31
4,76,1,0.7751524681225419,42.219.153.193,80,174.108.2.64,33349,TCP,2016-11-04 04:21:35
4,9333,1,0.8315267551224679,150.108.2.64,30034,42.219.153.193,80,TCP,2016-11-04 04:21:39
4,48,3,0.7910860497504473,177.108.2.64,54387,42.219.153.193,80,TCP,2016-11-04 04:21:43
3,1563,1,0.8351967595517635,174.108.2.64,53,42.219.153.193,80,TCP,2016-11-04 04:21:46
6,46,3,5.6750231087207785,114.109.30.64,27969,42.219.153.193,80,TCP,2016-11-04 04:21:52
4,92,1,0.8241444029845297,174.109.2.70,27972,42.219.153.193,80,TCP,2016-11-04 04:21:56
3,202,2,0.8109343985561281,36.92.2.65,123,42.219.153.193,80,TCP,2016-11-04 04:21:59
