teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
4,967,8,4.254256490617991,232.212.6.204,11097,42.219.156.194,25,TCP,2016-11-04 04:04:18
3,39,9,0.8326007192954421,231.133.97.204,771,42.219.156.194,41372,TCP,2016-11-04 04:04:21
4,983,8,0.8247802283149213,42.219.156.194,0,149.210.126.204,771,TCP,2016-11-04 04:04:25
4,4223,8,3.428946252912283,42.219.156.194,69,231.51.27.203,25,TCP,2016-11-04 04:04:29
10,74,8,0.7962056142278016,134.202.22.204,25,42.219.156.194,0,TCP,2016-11-04 04:04:39
3,977,8,0.8265493491198868,231.6.223.102,771,42.219.156.194,0,TCP,2016-11-04 04:04:42
19,40,9,0.8488214069511741,223.56.199.204,25,42.219.156.194,35262,TCP,2016-11-04 04:05:01
4,979,8,0.7944980221800506,228.219.97.202,771,42.219.156.194,45657,TCP,2016-11-04 04:05:05
21,1856,8,0.8091131304390728,180.201.199.204,771,42.219.156.194,0,TCP,2016-11-04 04:05:26
28,988,8,2.9568300135433674,85.93.52.204,25,42.219.156.194,0,TCP,2016-11-04 04:05:54
3,968,9,0.7747849014122039,42.219.156.194,0,223.222.43.96,25,TCP,2016-11-04 04:05:57
4,978,8,0.794887478929013,117.8.123.204,771,42.219.156.194,44954,TCP,2016-11-04 04:06:01
4,828,8,5.055728391744196,153.97.197.204,771,42.219.156.194,0,TCP,2016-11-04 04:06:05
3,984,8,0.8310647823382169,231.31.49.204,25,42.219.156.194,623,TCP,2016-11-04 04:06:08
3,43,8,0.7842429194133729,144.208.39.204,771,42.219.156.194,53362,TCP,2016-11-04 04:06:11
26,1948,7,0.7738590119406581,200.9.178.153,25,42.219.156.194,46739,TCP,2016-11-04 04:06:37
5,976,8,0.8457440393976867,229.28.96.88,771,42.219.156.194,0,TCP,2016-11-04 04:06:42
4,160,8,0.7956743370741606,42.219.156.194,40993,147.242.97.204,25,TCP,2016-11-04 04:06:46
4,956,9,0.7990923947654665,42.219.156.194,69,231.238.34.76,25,TCP,2016-11-04 04:06:50
4,980,7,0.7969133639708161,231.8.72.208,771,42.219.156.194,33311,TCP,2016-11-04 04:06:54
10,999,8,0.7618089260067791,42.219.156.194,0,172.71.97.186,25,TCP,2016-11-04 04:07:04
3,978,8,0.7751374240033329,153.68.121.156,25,42.219.156.194,49447,TCP,2016-11-04 04:07:07
30,43,8,0.8088111493270844,207.212.164.204,25,42.219.156.194,0,TCP,2016-11-04 04:07:37
1,987,8,0.8161511581856757,173.82.103.93,25,42.219.156.194,0,TCP,2016-11-04 04:07:38
4,995,8,0.8079657205380499,231.169.129.204,771,42.219.156.194,0,TCP,2016-11-04 04:07:42
4,972,7,0.7749429491814226,232.30.201.173,771,42.219.156.194,0,TCP,2016-11-04 04:07:46
53,970,8,0.7900884049013257,156.218.162.204,25,42.219.156.194,0,TCP,2016-11-04 04:08:39
49,966,8,0.7937274759169668,42.219.156.194,42436,105.8.145.204,11064,TCP,2016-11-04 04:09:28
30,1008,8,0.7924829553812742,139.222.190.204,771,42.219.156.194,69,TCP,2016-11-04 04:09:58
16,976,8,0.8180813693907112,221.97.200.228,25,42.219.156.194,0,TCP,2016-11-04 04:10:14
3,944,9,0.7951748385094106,78.204.157.204,25,42.219.156.194,41534,TCP,2016-11-04 04:10:17
3,969,7,0.8166689125355333,223.7.189.204,771,42.219.156.194,56169,TCP,2016-11-04 04:10:20
8,981,8,0.7758029149845243,105.10.43.204,771,42.219.156.194,41280,TCP,2016-11-04 04:10:28
3,958,1,0.8100980976596475,145.12.145.140,25,42.219.156.194,0,TCP,2016-11-04 04:10:31
3,42,8,0.786021928768605,55.92.150.204,46072,42.219.156.194,38657,TCP,2016-11-04 04:10:34
3,953,8,0.7817868401762098,189.9.208.204,25,42.219.156.194,0,TCP,2016-11-04 04:10:37
2,1858,8,3.6816096995025873,211.250.239.204,771,42.219.156.194,41476,TCP,2016-11-04 04:10:39
15,982,9,0.8214345176238567,246.10.146.204,25,42.219.156.194,25,TCP,2016-11-04 04:10:54
4,960,6,0.8063379975501448,231.45.202.21,25,42.219.156.194,34860,TCP,2016-11-04 04:10:58
23,978,8,0.8057260061614215,231.222.161.204,771,42.219.156.194,41190,TCP,2016-11-04 04:11:21
3,985,9,0.8087696512229741,115.202.158.68,25,42.219.156.194,0,TCP,2016-11-04 04:11:24
8,976,8,0.7884509623982012,231.82.124.204,25,42.219.156.194,0,TCP,2016-11-04 04:11:32
21,1004,8,0.7820965969003737,224.224.187.147,25,42.219.156.194,45012,TCP,2016-11-04 04:11:53
12,953,9,0.8066660945769399,232.22.48.204,25,42.219.156.194,41852,TCP,2016-11-04 04:12:05
3,975,8,0.8214700995013118,138.109.24.186,771,42.219.156.194,0,TCP,2016-11-04 04:12:08
4,36,9,0.8121246588416398,42.219.156.194,49055,231.86.137.204,25,TCP,2016-11-04 04:12:12
3,968,7,0.7648338081780821,144.169.130.204,25,42.219.156.194,0,TCP,2016-11-04 04:12:15
22,967,8,0.7991305966861546,231.9.249.204,771,42.219.156.194,0,TCP,2016-11-04 04:12:37
11,978,8,0.7754710991866887,231.27.48.204,771,42.219.156.194,42466,TCP,2016-11-04 04:12:48
4,1011,7,0.8229667358100414,231.11.97.204,25,42.219.156.194,0,TCP,2016-11-04 04:12:52
10,981,8,0.7727608757559209,203.68.170.204,25,42.219.156.194,0,TCP,2016-11-04 04:13:02
3,39,8,0.8273814241401851,42.219.156.194,34538,231.8.97.204,771,TCP,2016-11-04 04:13:05
4,974,8,3.3875827006995682,50.65.97.144,771,42.219.156.194,0,TCP,2016-11-04 04:13:09
4,2060,9,0.7972347841132432,134.166.33.204,771,42.219.156.194,57195,TCP,2016-11-04 04:13:13
3,993,8,0.8174986210651696,42.219.156.194,41784,218.217.97.204,771,TCP,2016-11-04 04:13:16
7,993,7,0.7930175287183374,210.91.97.204,771,42.219.156.194,0,TCP,2016-11-04 04:13:23
3,1008,9,0.8440649297554046,192.182.97.175,771,42.219.156.194,623,TCP,2016-11-04 04:13:26
9,968,8,0.8230637619271874,25.88.97.191,771,42.219.156.194,50184,TCP,2016-11-04 04:13:35
22,952,8,0.7977139139547944,234.86.96.204,771,42.219.156.194,0,TCP,2016-11-04 04:13:57
3,973,8,0.8282626883592457,211.190.25.176,25,42.219.156.194,41287,TCP,2016-11-04 04:14:00
9,982,8,0.7758577668573707,159.7.16.204,25,42.219.156.194,38635,TCP,2016-11-04 04:14:09
24,966,7,0.8165991010610014,96.9.42.132,25,42.219.156.194,623,TCP,2016-11-04 04:14:33
2,944,8,0.8250560089945793,132.50.97.93,25,42.219.156.194,41214,TCP,2016-11-04 04:14:35
18,43,9,0.8014633648563176,92.10.170.120,25,42.219.156.194,0,TCP,2016-11-04 04:14:53
4,990,8,0.7928987815976143,122.57.223.204,771,42.219.156.194,0,TCP,2016-11-04 04:14:57
3,1710,9,0.7876883607823402,181.8.36.160,25,42.219.156.194,33251,TCP,2016-11-04 04:15:00
3,953,8,0.8038525062147528,132.77.129.176,25,42.219.156.194,45524,TCP,2016-11-04 04:15:03
3,977,8,0.7915733777917922,150.78.22.109,25,42.219.156.194,0,TCP,2016-11-04 04:15:06
29,987,8,0.8417324151378125,229.146.14.244,25,42.219.156.194,0,TCP,2016-11-04 04:15:35
4,975,8,0.8345306769479066,231.207.248.204,25,42.219.156.194,42437,TCP,2016-11-04 04:15:39
4,975,7,0.8271384362597018,36.88.165.204,25,42.219.156.194,0,TCP,2016-11-04 04:15:43
98,972,7,0.8267539660446346,109.234.97.69,25,42.219.156.194,25,TCP,2016-11-04 04:17:21
4,951,8,0.8184159742668271,209.137.135.168,771,42.219.156.194,0,TCP,2016-11-04 04:17:25
4,966,9,0.8399480811785907,113.42.138.204,25,42.219.156.194,49425,TCP,2016-11-04 04:17:29
3,975,8,0.8253138719592243,231.209.171.18,771,42.219.156.194,33317,TCP,2016-11-04 04:17:32
4,975,9,3.1704166140407324,88.87.11.4,25,42.219.156.194,69,TCP,2016-11-04 04:17:36
3,975,8,0.8001795436721295,148.15.177.130,771,42.219.156.194,0,TCP,2016-11-04 04:17:39
16,1771,5,0.8088593243155628,100.11.206.115,25,42.219.156.194,50221,TCP,2016-11-04 04:17:55
79,975,8,3.2095201676711436,231.8.12.204,25,42.219.156.194,0,TCP,2016-11-04 04:19:14
3,43,8,0.8304018268827349,42.219.156.194,0,231.106.133.204,771,TCP,2016-11-04 04:19:17
89,974,8,0.8040565315168351,231.202.36.118,25,42.219.156.194,0,TCP,2016-11-04 04:20:46
3,969,9,0.8444717125967145,231.55.24.166,771,42.219.156.194,40235,TCP,2016-11-04 04:20:49
28,966,7,0.7843688505236059,107.191.201.195,25,42.219.156.194,40844,TCP,2016-11-04 04:21:17
4,38,8,0.7709200840909034,231.91.41.84,25,42.219.156.194,0,TCP,2016-11-04 04:21:21
21,952,8,0.8052331844810396,42.219.156.194,0,213.247.179.111,25,TCP,2016-11-04 04:21:42
3,977,8,0.7974857166409492,42.219.156.194,42789,169.167.26.204,25,TCP,2016-11-04 04:21:45
4,973,8,0.8030818754341453,231.29.38.204,771,42.219.156.194,41054,TCP,2016-11-04 04:21:49
5,978,8,0.7935529472306371,231.9.142.44,25,42.219.156.194,55574,TCP,2016-11-04 04:21:54
3,1000,8,0.8313860334455967,231.27.129.70,62209,42.219.156.194,34223,TCP,2016-11-04 04:21:57
21,956,8,0.8085278465878218,231.8.97.205,25,42.219.156.194,0,TCP,2016-11-04 04:22:18
3,1526,8,0.7780235284008086,232.7.97.204,25,42.219.156.194,56208,TCP,2016-11-04 04:22:21
3,975,8,0.8059747412335128,190.79.163.204,25,42.219.156.194,53868,TCP,2016-11-04 04:22:24
11,942,8,0.8436627953778952,231.172.97.71,25,42.219.156.194,41017,TCP,2016-11-04 04:22:35
4,939,9,0.7950412163045257,217.9.97.204,25,42.219.156.194,0,TCP,2016-11-04 04:22:39
8,703,9,0.8030132472049445,231.8.112.204,25,42.219.156.194,143,TCP,2016-11-04 04:22:47
3,1344,8,0.7897117102984339,85.27.229.204,25,42.219.156.194,57713,TCP,2016-11-04 04:22:50
18,1825,1,5.093392442911863,42.219.156.194,33187,128.7.157.108,25,TCP,2016-11-04 04:23:08
19,345,8,0.8384424014948308,42.219.156.194,0,212.202.103.204,25,TCP,2016-11-04 04:23:27
3,991,9,0.8079620017670095,231.175.1.204,25,42.219.156.194,0,TCP,2016-11-04 04:23:30
10,1818,8,0.8050485136918724,42.219.156.194,0,188.34.121.41,25,TCP,2016-11-04 04:23:40
16,285,8,0.8236028992105275,217.97.30.209,771,42.219.156.194,41469,TCP,2016-11-04 04:23:56
3,977,8,0.7933992098551244,122.25.154.68,771,42.219.156.194,41318,TCP,2016-11-04 04:23:59
3,948,8,0.8391724638640881,104.6.188.204,771,42.219.156.194,41115,TCP,2016-11-04 04:24:02
15,984,7,14.077025078237055,189.75.175.204,25,42.219.156.194,41764,TCP,2016-11-04 04:24:17
16,977,8,0.8139859882649034,120.96.97.152,771,42.219.156.194,41277,TCP,2016-11-04 04:24:33
3,790,8,0.7665082693565637,147.222.48.204,25,42.219.156.194,0,TCP,2016-11-04 04:24:36
4,959,8,0.8190370935481042,42.219.156.194,25,231.117.66.175,25,TCP,2016-11-04 04:24:40
3,979,8,0.8074929295107722,42.219.156.194,41749,151.214.180.204,771,TCP,2016-11-04 04:24:43
4,29820,8,0.8370236903429031,231.41.97.204,771,42.219.156.194,0,TCP,2016-11-04 04:24:47
20,999,7,0.8498135581612587,232.157.155.176,25,42.219.156.194,0,TCP,2016-11-04 04:25:07
3,513,5,0.8155369693413377,231.91.32.170,25,42.219.156.194,41216,TCP,2016-11-04 04:25:10
28,41,8,0.7957274985965341,149.11.97.204,25,42.219.156.194,53,TCP,2016-11-04 04:25:38
4,975,8,0.7939819581806659,207.217.202.89,771,42.219.156.194,69,TCP,2016-11-04 04:25:42
3,956,9,0.8689468887168914,223.53.97.204,25,42.219.156.194,0,TCP,2016-11-04 04:25:45
15,19480,9,0.8202347913756967,231.29.97.204,5207,42.219.156.194,38653,TCP,2016-11-04 04:26:00
11,961,7,0.802439542254433,95.36.211.74,771,42.219.156.194,69,TCP,2016-11-04 04:26:11
11,990,8,0.8025774748530239,42.219.156.194,41541,208.39.25.122,25,TCP,2016-11-04 04:26:22
4,39,1,0.7872058502398431,177.9.97.80,771,42.219.156.194,37333,TCP,2016-11-04 04:26:26
4,947,8,0.8377412441186607,80.226.118.121,25,42.219.156.194,49290,TCP,2016-11-04 04:26:30
3,966,8,0.7909269032534212,201.233.97.148,25,42.219.156.194,42183,TCP,2016-11-04 04:26:33
3,936,8,0.8330847511533648,41.58.228.204,25,42.219.156.194,0,TCP,2016-11-04 04:26:36
3,969,8,0.8008594871498644,206.53.97.204,771,42.219.156.194,0,TCP,2016-11-04 04:26:39
4,992,8,0.8353709501679987,102.242.97.63,771,42.219.156.194,41663,TCP,2016-11-04 04:26:43
4,986,9,0.8148102876730263,231.220.208.84,25,42.219.156.194,41262,TCP,2016-11-04 04:26:47
15,991,9,0.8339848627801985,42.219.156.194,41757,102.215.97.146,771,TCP,2016-11-04 04:27:02
13,529,7,0.7890252589713782,140.6.97.204,771,42.219.156.194,0,TCP,2016-11-04 04:27:15
13,942,8,0.7954167276620865,231.16.226.204,25,42.219.156.194,0,TCP,2016-11-04 04:27:28
3,47,8,6.016242664307356,76.232.33.204,771,42.219.156.194,37966,TCP,2016-11-04 04:27:31
4,978,8,0.8172781148459762,232.62.198.204,25,42.219.156.194,41227,TCP,2016-11-04 04:27:35
4,1664,8,0.8217335406225175,228.202.149.204,25,42.219.156.194,42853,TCP,2016-11-04 04:27:39
53,998,7,0.8150002830661833,231.89.244.204,771,42.219.156.194,50026,TCP,2016-11-04 04:28:32
22,976,9,0.8276839968748391,111.6.97.113,25,42.219.156.194,53425,TCP,2016-11-04 04:28:54
20,922,8,0.8198733944445848,232.216.196.230,25,42.219.156.194,0,TCP,2016-11-04 04:29:14
4,710,8,0.8133935204241425,42.219.156.194,0,26.130.32.204,25,TCP,2016-11-04 04:29:18
4,989,8,0.7712713389191777,42.69.128.204,771,42.219.156.194,59452,TCP,2016-11-04 04:29:22
3,976,8,28.558460421860214,7.9.97.204,25,42.219.156.194,0,TCP,2016-11-04 04:29:25
10,952,8,0.8127314946614206,231.11.162.204,25,42.219.156.194,0,TCP,2016-11-04 04:29:35
13,763,9,0.8186422276776284,104.202.97.204,771,42.219.156.194,0,TCP,2016-11-04 04:29:48
4,978,8,0.8131321077235043,110.33.226.81,25,42.219.156.194,0,TCP,2016-11-04 04:29:52
4,44,8,0.8160631754435599,20.224.97.163,25,42.219.156.194,0,TCP,2016-11-04 04:29:56
4,982,9,0.7873887461610138,42.219.156.194,33114,129.229.97.204,771,TCP,2016-11-04 04:30:00
4,972,1,0.8105087683070451,231.7.203.189,25,42.219.156.194,0,TCP,2016-11-04 04:30:04
10,35,8,0.8363579458091408,112.57.48.3,25,42.219.156.194,0,TCP,2016-11-04 04:30:14
4,1915,9,0.8129585087299347,63.91.37.204,25,42.219.156.194,0,TCP,2016-11-04 04:30:18
3,996,8,0.80595868290402,142.224.97.204,25,42.219.156.194,0,TCP,2016-11-04 04:30:21
3,43,8,0.772519493708387,42.219.156.194,33279,232.21.202.204,771,TCP,2016-11-04 04:30:24
20,470,8,0.7782596703618765,231.248.201.22,771,42.219.156.194,41630,TCP,2016-11-04 04:30:44
4,1001,8,0.8354612994007766,46.4.122.166,25,42.219.156.194,35630,TCP,2016-11-04 04:30:48
15,39,8,0.78004265204072,87.5.142.172,25,42.219.156.194,0,TCP,2016-11-04 04:31:03
24,41,8,0.5457854317501187,174.204.80.204,25,42.219.156.194,0,TCP,2016-11-04 04:31:27
10,972,8,0.8368783202022314,231.8.31.204,771,42.219.156.194,41759,TCP,2016-11-04 04:31:37
20,979,8,0.8166589394677429,231.48.149.204,25,42.219.156.194,38011,TCP,2016-11-04 04:31:57
28,970,7,0.7778086003381759,119.47.208.182,25,42.219.156.194,41189,TCP,2016-11-04 04:32:25
3,927,9,0.7977060538250953,231.9.147.204,25,42.219.156.194,38074,TCP,2016-11-04 04:32:28
4,963,8,0.8385635151062161,126.7.34.204,25,42.219.156.194,41203,TCP,2016-11-04 04:32:32
3,983,8,0.7813913826830685,176.9.97.83,25,42.219.156.194,40286,TCP,2016-11-04 04:32:35
8,1807,8,0.8206365876831114,232.80.81.35,771,42.219.156.194,0,TCP,2016-11-04 04:32:43
4,962,7,4.302957178093493,143.202.120.176,25,42.219.156.194,38723,TCP,2016-11-04 04:32:47
4,1002,8,0.7962890330236405,152.6.121.41,25,42.219.156.194,0,TCP,2016-11-04 04:32:51
20,3657,7,0.8212910068687052,232.85.96.218,771,42.219.156.194,50781,TCP,2016-11-04 04:33:11
4,41,9,0.8209258066490293,42.219.156.194,0,231.48.223.204,771,TCP,2016-11-04 04:33:15
31,969,9,0.8465791570488364,42.219.156.194,42079,137.185.246.204,25,TCP,2016-11-04 04:33:46
4,960,8,0.8108312871772796,42.219.156.194,41005,231.222.79.204,771,TCP,2016-11-04 04:33:50
4,940,8,0.8201130861416459,125.12.164.204,25,42.219.156.194,36805,TCP,2016-11-04 04:33:54
4,1019,8,0.792956676101312,232.75.20.204,771,42.219.156.194,46782,TCP,2016-11-04 04:33:58
35,950,8,0.8002256902400404,231.5.97.146,25,42.219.156.194,44203,TCP,2016-11-04 04:34:33
3,974,8,0.814738194225356,231.94.196.204,25,42.219.156.194,40720,TCP,2016-11-04 04:34:36
20,1493,8,0.8110948128160089,42.219.156.194,0,190.138.4.94,771,TCP,2016-11-04 04:34:56
18,1858,7,0.8297255176585168,231.219.197.164,25,42.219.156.194,38095,TCP,2016-11-04 04:35:14
4,1850,7,0.8074917462654412,231.31.31.204,25,42.219.156.194,0,TCP,2016-11-04 04:35:18
3,2007,8,0.8022869881242514,25.10.44.204,771,42.219.156.194,0,TCP,2016-11-04 04:35:21
4,997,7,0.8322672131471336,170.195.117.232,771,42.219.156.194,41115,TCP,2016-11-04 04:35:25
15,1488,8,0.7882804905530065,232.197.178.120,771,42.219.156.194,47538,TCP,2016-11-04 04:35:40
3,37,8,0.8218215233646333,42.219.156.194,37962,132.6.76.204,771,TCP,2016-11-04 04:35:43
1,974,7,16.951773025095466,204.41.97.204,771,42.219.156.194,0,TCP,2016-11-04 04:35:44
11,971,8,0.8034621197730303,46.136.97.204,25,42.219.156.194,0,TCP,2016-11-04 04:35:55
3,982,8,0.7830439538229257,201.6.99.204,25,42.219.156.194,0,TCP,2016-11-04 04:35:58
3,1858,8,0.7572309498209506,223.22.97.204,25,42.219.156.194,40305,TCP,2016-11-04 04:36:01
14,968,5,0.8308478258550167,131.83.198.141,771,42.219.156.194,0,TCP,2016-11-04 04:36:15
3,38,8,0.8341212740633637,231.8.125.96,25,42.219.156.194,41768,TCP,2016-11-04 04:36:18
15,983,8,0.8478421024046838,42.219.156.194,42075,138.23.151.43,25,TCP,2016-11-04 04:36:33
3,41,8,0.8019509464502335,89.4.97.204,771,42.219.156.194,56124,TCP,2016-11-04 04:36:36
13,43,8,0.8441843530163169,231.5.97.123,771,42.219.156.194,41285,TCP,2016-11-04 04:36:49
16,994,9,0.8150918155442923,156.46.132.204,25,42.219.156.194,42837,TCP,2016-11-04 04:37:05
3,958,8,0.7956325008999556,189.57.194.204,25,42.219.156.194,0,TCP,2016-11-04 04:37:08
3,964,8,0.7964910299051553,138.87.97.90,771,42.219.156.194,25,TCP,2016-11-04 04:37:11
4,1839,8,0.8285602745600045,119.202.167.178,771,42.219.156.194,41618,TCP,2016-11-04 04:37:15
4,1005,8,0.7961614115629345,231.208.97.41,25,42.219.156.194,5094,TCP,2016-11-04 04:37:19
3,1644,8,0.7632184247486293,231.202.29.204,771,42.219.156.194,0,TCP,2016-11-04 04:37:22
3,2193,7,0.8103175051510334,206.16.176.204,25,42.219.156.194,45021,TCP,2016-11-04 04:37:25
4,1597,8,0.7740357380826026,242.205.97.151,25,42.219.156.194,40998,TCP,2016-11-04 04:37:29
20,1005,8,0.7826434252783656,33.68.155.204,25,42.219.156.194,35398,TCP,2016-11-04 04:37:49
37,1801,8,0.8072148668579757,42.219.156.194,0,128.38.106.204,771,TCP,2016-11-04 04:38:26
78,963,9,0.818742465460673,157.205.40.152,771,42.219.156.194,41307,TCP,2016-11-04 04:39:44
21,994,8,0.8011995011474937,156.8.25.204,25,42.219.156.194,41110,TCP,2016-11-04 04:40:05
3,954,8,0.8159994492307305,232.25.97.229,25,42.219.156.194,41071,TCP,2016-11-04 04:40:08
3,39,8,0.8263622273225337,230.10.97.233,771,42.219.156.194,41315,TCP,2016-11-04 04:40:11
3,975,8,0.8008608394302428,232.64.130.204,25,42.219.156.194,0,TCP,2016-11-04 04:40:14
3,981,9,0.7469826084561646,145.5.97.204,25,42.219.156.194,43687,TCP,2016-11-04 04:40:17
8,975,8,0.8278997701127082,226.211.220.250,771,42.219.156.194,25,TCP,2016-11-04 04:40:25
3,651,8,0.8035562722943723,13.9.37.108,25,42.219.156.194,41616,TCP,2016-11-04 04:40:28
21,976,8,0.7788829870987684,124.12.179.204,25,42.219.156.194,0,TCP,2016-11-04 04:40:49
4,947,8,0.8016401755157858,137.6.193.47,771,42.219.156.194,0,TCP,2016-11-04 04:40:53
4,3692,9,0.8048094981350005,59.67.50.204,25,42.219.156.194,0,TCP,2016-11-04 04:40:57
3,963,8,0.7984963771887124,214.29.198.204,25,42.219.156.194,0,TCP,2016-11-04 04:41:00
3,213,8,0.8030126555822791,231.246.97.204,25,42.219.156.194,47233,TCP,2016-11-04 04:41:03
18,981,8,0.790963752893731,231.7.178.204,771,42.219.156.194,50799,TCP,2016-11-04 04:41:21
3,6835,9,0.8294876853469759,214.58.125.204,25,42.219.156.194,0,TCP,2016-11-04 04:41:24
19,46,8,0.8255419002380222,134.173.148.204,771,42.219.156.194,47692,TCP,2016-11-04 04:41:43
4,967,7,0.8009669089224191,216.217.95.204,25,42.219.156.194,41396,TCP,2016-11-04 04:41:47
4,988,7,0.8378867832943797,144.161.142.129,771,42.219.156.194,0,TCP,2016-11-04 04:41:51
4,975,8,0.8461656973231584,164.34.204.204,25,42.219.156.194,60728,TCP,2016-11-04 04:41:55
33,999,9,0.8264349969103932,104.116.97.204,25,42.219.156.194,33083,TCP,2016-11-04 04:42:28
4,983,8,0.7886177999898791,231.4.50.44,25,42.219.156.194,41432,TCP,2016-11-04 04:42:32
4,22818,9,0.8163848491385579,168.208.97.123,25,42.219.156.194,48072,TCP,2016-11-04 04:42:36
3,982,8,0.7659461433067918,90.11.18.204,771,42.219.156.194,25,TCP,2016-11-04 04:42:39
4,1721,8,0.8254106445237994,42.219.156.194,57689,124.83.97.221,771,TCP,2016-11-04 04:42:43
50,984,8,0.7887927512638271,195.6.179.204,25,42.219.156.194,0,TCP,2016-11-04 04:43:33
3,944,8,0.8456945966463536,42.219.156.194,0,232.97.198.204,25,TCP,2016-11-04 04:43:36
11,960,9,0.8017301866784692,40.204.221.181,80,42.219.156.194,0,TCP,2016-11-04 04:43:47
4,978,7,0.8606668759603053,188.12.97.204,771,42.219.156.194,0,TCP,2016-11-04 04:43:51
3,990,8,0.7989292759448291,231.7.97.204,25,42.219.156.194,55529,TCP,2016-11-04 04:43:54
3,45,8,0.7607326798606664,231.105.31.207,25,42.219.156.194,0,TCP,2016-11-04 04:43:57
33,953,7,0.8119151399005204,231.5.188.204,25,42.219.156.194,33275,TCP,2016-11-04 04:44:30
4,970,8,0.8454518623184413,214.5.184.204,25,42.219.156.194,0,TCP,2016-11-04 04:44:34
3,963,8,0.7733758252579719,145.11.117.204,771,42.219.156.194,41475,TCP,2016-11-04 04:44:37
3,43,7,0.8150454154238105,19.9.88.204,771,42.219.156.194,0,TCP,2016-11-04 04:44:40
3,994,8,0.8037367172073573,73.231.97.204,771,42.219.156.194,57952,TCP,2016-11-04 04:44:43
17,1668,9,0.8244738522917032,42.219.156.194,43037,231.213.199.204,25,TCP,2016-11-04 04:45:00
3,967,7,0.7673320616595447,130.61.96.176,771,42.219.156.194,57786,TCP,2016-11-04 04:45:03
3,954,8,0.7872777746524662,53.95.137.204,25,42.219.156.194,34063,TCP,2016-11-04 04:45:06
4,976,8,0.8138571835588664,231.28.196.216,25,42.219.156.194,0,TCP,2016-11-04 04:45:10
26,962,8,0.8445463415700942,221.54.192.204,771,42.219.156.194,69,TCP,2016-11-04 04:45:36
4,967,9,0.8392080457415432,243.10.97.44,771,42.219.156.194,0,TCP,2016-11-04 04:45:40
3,954,8,0.797575643286109,176.52.26.124,771,42.219.156.194,0,TCP,2016-11-04 04:45:43
13,991,8,0.829496982274577,137.8.177.87,25,42.219.156.194,41616,TCP,2016-11-04 04:45:56
3,969,8,0.8089827199000865,42.219.156.194,40989,148.4.194.196,25,TCP,2016-11-04 04:45:59
