teDelta,byt,pkt,td,sa,sp,da,dp,pr,TS
4,829,6,0.8441706611774862,183.117.198.219,60247,42.219.155.69,80,TCP,2016-11-04 04:05:28
4,806,76,0.8450464317575097,183.117.198.219,60252,42.219.155.69,80,TCP,2016-11-04 04:05:32
4,789,2,0.8632677337154746,183.117.198.219,60253,42.219.155.69,80,TCP,2016-11-04 04:05:36
4,836,15,0.8394948136992753,42.219.155.69,161,183.117.198.219,60283,TCP,2016-11-04 04:05:40
4,23164,6,0.8553491178900003,42.219.155.69,80,183.117.198.219,60252,TCP,2016-11-04 04:05:44
4,840,8,0.8503032526932657,42.219.155.69,80,183.117.198.218,60242,TCP,2016-11-04 04:05:48
4,794,6,0.8474652387667447,42.219.155.69,80,183.117.198.219,60002,TCP,2016-11-04 04:05:52
4,4748,7,0.8317192860413343,183.117.198.219,60273,42.219.155.69,80,TCP,2016-11-04 04:05:56
4,5168,5,0.8759448551572859,42.219.155.69,80,183.117.248.218,58349,TCP,2016-11-04 04:06:00
4,56,7,0.8719912944361567,42.219.155.69,80,183.117.198.219,60244,TCP,2016-11-04 04:06:04
4,794,1,0.8422027551569045,183.117.198.219,60298,42.219.155.69,80,TCP,2016-11-04 04:06:08
4,4857,7,0.833111458690837,42.219.155.69,80,183.117.198.219,60322,TCP,2016-11-04 04:06:12
3,785,18,0.8381680576130748,42.219.155.69,80,183.117.198.219,60311,TCP,2016-11-04 04:06:15
4,4052,5,0.8536266507580876,183.117.198.219,60267,42.219.155.69,80,TCP,2016-11-04 04:06:19
4,834,2,0.8360135369002819,42.219.155.69,80,183.117.198.219,60639,TCP,2016-11-04 04:06:23
4,862,9,0.8433718015439808,42.219.155.69,80,183.117.198.149,59212,TCP,2016-11-04 04:06:27
4,3449,1,0.8361498636659235,42.219.155.69,80,183.117.198.218,60313,TCP,2016-11-04 04:06:31
4,827,2,0.8536771922372282,42.219.155.69,80,183.117.198.219,60320,TCP,2016-11-04 04:06:35
4,4551,6,0.8538838375825435,42.219.155.69,80,183.117.198.120,60226,TCP,2016-11-04 04:06:39
4,823,6,0.8321348587051034,183.117.198.117,60305,42.219.155.69,80,TCP,2016-11-04 04:06:43
4,851,8,0.8477307083085179,183.117.198.219,60277,42.219.155.69,80,TCP,2016-11-04 04:06:47
3,924,6,0.8499742259737104,183.117.198.219,60258,42.219.155.69,80,TCP,2016-11-04 04:06:50
4,952,13,0.8556461124680936,42.219.155.69,80,183.117.198.219,60308,TCP,2016-11-04 04:06:54
57,1234,6,0.8556348716374487,183.117.198.219,59918,42.219.155.69,53,TCP,2016-11-04 04:07:51
4,772,5,0.8453419895377009,42.219.155.69,80,183.117.198.219,60245,TCP,2016-11-04 04:07:55
4,3711,8,0.8467486146837473,183.117.198.218,60288,42.219.155.69,80,TCP,2016-11-04 04:07:59
3,743,7,0.8553107469342649,42.219.155.69,80,183.117.198.219,60254,TCP,2016-11-04 04:08:02
4,1498,7,0.8537086327560246,42.219.155.69,80,183.117.198.219,60291,TCP,2016-11-04 04:08:06
32,44,9,0.8445198875851929,183.117.198.219,60251,42.219.155.69,443,TCP,2016-11-04 04:08:38
4,775,6,0.8517395434901118,183.117.198.219,60280,42.219.155.69,80,TCP,2016-11-04 04:08:42
3,792,1,0.853593350853771,183.117.198.219,60236,42.219.155.69,80,TCP,2016-11-04 04:08:45
4,56,6,0.8646053925622255,42.219.155.69,80,183.117.198.219,60287,TCP,2016-11-04 04:08:49
4,10411,6,0.8453894883859903,183.117.198.219,60633,42.219.155.69,80,TCP,2016-11-04 04:08:53
3,4246,6,2.6164760864339773,42.219.155.69,443,183.117.77.219,60232,TCP,2016-11-04 04:08:56
4,6072,5,0.8350234986282885,183.117.198.219,59793,42.219.155.69,80,TCP,2016-11-04 04:09:00
4,46,6,0.8320527921896428,183.117.198.219,60231,42.219.155.69,80,TCP,2016-11-04 04:09:04
4,4927,6,0.8483563915360719,183.117.198.219,60276,42.219.155.69,80,TCP,2016-11-04 04:09:08
4,5015,6,0.83303666068241,183.117.198.219,60267,42.219.155.69,80,TCP,2016-11-04 04:09:12
4,1178,7,0.8694259340409191,42.219.155.69,80,183.117.198.219,60252,TCP,2016-11-04 04:09:16
4,9681,5,0.8349644208792597,183.117.198.219,60262,42.219.155.69,80,TCP,2016-11-04 04:09:20
4,815,7,0.8573748338967562,42.219.155.69,80,183.117.198.219,60286,TCP,2016-11-04 04:09:24
3,4818,6,0.842246112646535,42.219.155.69,80,183.117.198.219,60262,TCP,2016-11-04 04:09:27
4,809,6,0.8596454816870391,42.219.155.69,80,183.117.198.219,60323,TCP,2016-11-04 04:09:31
4,406,3,0.8569447242189199,42.219.155.69,80,183.117.198.219,60284,TCP,2016-11-04 04:09:35
4,4720,6,0.8525655332487077,183.117.198.219,60609,42.219.155.69,80,TCP,2016-11-04 04:09:39
4,811,7,0.8526721098460257,42.219.155.69,80,183.117.198.219,60234,TCP,2016-11-04 04:09:43
4,280,1,0.8526429513003677,183.117.198.219,60298,42.219.155.69,80,TCP,2016-11-04 04:09:47
4,6299,7,0.8505753146018833,183.117.198.219,60295,42.219.155.69,80,TCP,2016-11-04 04:09:51
4,6025,6,0.8529214365407825,42.219.155.69,80,183.117.198.131,59706,TCP,2016-11-04 04:09:55
4,120619,6,0.8415404758416116,183.117.198.219,60683,42.219.155.69,80,TCP,2016-11-04 04:09:59
3,128759,8,0.846165781840682,183.117.198.219,60362,42.219.155.69,80,TCP,2016-11-04 04:10:02
16,1593,7,0.8543485149275512,42.219.155.69,80,183.117.198.219,60289,TCP,2016-11-04 04:10:18
4,1780,5,0.843730240361765,183.117.198.219,59987,42.219.155.69,80,TCP,2016-11-04 04:10:22
4,808,6,0.8499936650041491,183.117.198.218,60249,42.219.155.69,80,TCP,2016-11-04 04:10:26
4,5217,8,0.8624474066309631,42.219.155.69,80,183.117.198.219,60311,TCP,2016-11-04 04:10:30
4,3288,6,0.8392369507346302,42.219.155.69,80,183.117.198.219,60781,TCP,2016-11-04 04:10:34
4,20915,6,0.8496487489901483,42.219.155.69,80,131.117.198.219,60240,TCP,2016-11-04 04:10:38
4,5276,1,0.8347919206134975,42.219.155.69,80,183.117.198.219,60296,TCP,2016-11-04 04:10:42
3,9862,30,0.8521421849727631,42.219.155.69,80,183.117.198.219,60277,TCP,2016-11-04 04:10:45
3,100,22,0.8427151003852487,183.117.198.219,60277,42.219.155.69,80,TCP,2016-11-04 04:10:48
4,778,7,0.8491190776694566,42.219.155.69,80,183.117.198.219,60285,TCP,2016-11-04 04:10:52
3,906,6,0.8562585264444351,42.219.155.69,80,183.117.198.219,60224,TCP,2016-11-04 04:10:55
4,3975,7,0.8441323747392744,183.117.198.219,60376,42.219.155.69,80,TCP,2016-11-04 04:10:59
3,398,6,0.8592108080629259,42.219.155.69,80,183.117.198.219,60250,UDP,2016-11-04 04:11:02
4,9327,6,0.8482057813089341,42.219.155.69,80,183.117.198.219,60228,TCP,2016-11-04 04:11:06
4,10731,5,0.8504695831798017,42.219.155.69,80,183.117.198.117,60246,TCP,2016-11-04 04:11:10
3,625,1,0.8437701326329261,42.219.155.69,80,248.117.198.219,60301,TCP,2016-11-04 04:11:13
4,2993,7,0.8481188972946256,183.117.198.219,60305,42.219.155.69,80,TCP,2016-11-04 04:11:17
41,794,6,0.8510344137903303,42.219.155.69,80,183.117.198.218,60307,TCP,2016-11-04 04:11:58
4,820,6,0.8520083092153072,42.219.155.69,80,183.117.198.218,60283,TCP,2016-11-04 04:12:02
4,1132,6,0.8512647240422666,42.219.155.69,80,183.117.198.219,60237,TCP,2016-11-04 04:12:06
4,52,3,0.8582425753120333,42.219.155.69,80,183.117.198.219,60282,UDP,2016-11-04 04:12:10
11,800,6,0.8533093719743192,42.219.155.69,80,183.117.198.219,60267,TCP,2016-11-04 04:12:21
4,92165,6,0.8525481226388365,42.219.155.69,80,183.117.198.219,60236,UDP,2016-11-04 04:12:25
4,49,5,0.8604398618917912,42.219.155.69,80,183.117.198.219,60264,TCP,2016-11-04 04:12:29
4,5175,5,0.8509187093004584,42.219.155.69,80,183.117.198.219,60247,TCP,2016-11-04 04:12:33
4,1109,6,0.8325948030687869,42.219.155.69,80,183.117.198.219,60279,TCP,2016-11-04 04:12:37
4,5038,21,0.8485198484268041,183.117.198.219,60234,42.219.155.69,80,TCP,2016-11-04 04:12:41
4,120,6,0.8462723584380001,42.219.155.69,80,183.117.198.219,60698,TCP,2016-11-04 04:12:45
4,784,5,0.8560123268980533,42.219.155.69,80,183.117.198.219,60683,TCP,2016-11-04 04:12:49
4,1493,6,0.8475642087869346,183.117.198.219,60224,42.219.155.69,80,TCP,2016-11-04 04:12:53
4,29273,6,0.8516927207820117,42.219.155.69,80,183.117.198.219,60130,TCP,2016-11-04 04:12:57
4,4044,6,0.8461273263674229,42.219.155.69,80,183.117.198.219,60224,TCP,2016-11-04 04:13:01
4,782,6,0.8390792410355061,183.117.198.167,60310,42.219.155.69,80,TCP,2016-11-04 04:13:05
4,5752,42,0.840038092341274,183.117.198.219,60246,42.219.155.69,80,TCP,2016-11-04 04:13:09
4,819,6,0.8485038746148348,183.117.198.218,60280,42.219.155.69,80,TCP,2016-11-04 04:13:13
4,4039,5,0.8451515715569258,42.219.155.69,80,159.117.198.219,60285,TCP,2016-11-04 04:13:17
3,1301,6,0.862840075045824,42.219.155.69,80,183.117.198.219,60244,TCP,2016-11-04 04:13:20
4,34522,7,0.8576685322914273,42.219.155.69,80,183.117.198.219,59294,TCP,2016-11-04 04:13:24
3,7191,7,0.8439713688567281,183.117.198.219,60227,42.219.155.69,80,TCP,2016-11-04 04:13:27
4,1269,7,0.8559319507330656,183.117.198.219,60392,42.219.155.69,80,TCP,2016-11-04 04:13:31
4,4616,7,0.8404984592925757,42.219.155.69,80,183.117.198.219,60286,TCP,2016-11-04 04:13:35
4,810,6,0.8459964932408184,42.219.155.69,80,183.117.198.96,60291,TCP,2016-11-04 04:13:39
4,10155,5,0.8471858238335699,42.219.155.69,80,183.117.198.219,60245,TCP,2016-11-04 04:13:43
3,837,7,0.8550429109018296,42.219.155.69,80,183.117.198.219,60278,TCP,2016-11-04 04:13:46
4,40,6,0.8595078026410192,42.219.155.69,80,183.117.198.219,60633,TCP,2016-11-04 04:13:50
4,7341,7,0.8402779530733824,183.117.198.219,60323,42.219.155.69,80,TCP,2016-11-04 04:13:54
4,7534,8,0.8437605821527541,42.219.155.69,80,183.117.198.219,60306,TCP,2016-11-04 04:13:58
4,56,6,0.8453981091734022,183.117.198.219,60300,42.219.155.69,80,TCP,2016-11-04 04:14:02
4,16134,7,0.8568730533588678,42.219.155.69,80,183.117.198.219,60267,TCP,2016-11-04 04:14:06
3,50,7,0.8468282301910222,42.219.155.69,80,183.117.198.219,60225,TCP,2016-11-04 04:14:09
4,804,6,0.8539453663397579,183.117.198.218,60312,42.219.155.69,80,TCP,2016-11-04 04:14:13
4,344,7,0.8366323742084205,183.117.198.219,60473,42.219.155.69,80,TCP,2016-11-04 04:14:17
4,794,6,0.8461238611489534,183.117.198.219,60355,42.219.155.69,80,TCP,2016-11-04 04:14:21
4,6574,6,0.8386050132103264,183.117.198.244,60269,42.219.155.69,80,TCP,2016-11-04 04:14:25
4,809,7,0.8564798778388649,183.117.198.219,60292,42.219.155.69,443,TCP,2016-11-04 04:14:29
4,19606,7,0.8582729171030223,183.117.198.162,60320,42.219.155.69,80,TCP,2016-11-04 04:14:33
4,5338,6,0.8624798613600433,42.219.155.69,80,183.117.198.219,59675,TCP,2016-11-04 04:14:37
4,1966,6,0.8538530732039362,42.219.155.69,80,183.117.198.218,60246,TCP,2016-11-04 04:14:41
4,749,6,0.844293549656868,183.117.198.219,60256,42.219.155.69,80,TCP,2016-11-04 04:14:45
3,853,6,0.8528877140488476,183.117.198.219,60238,42.219.155.69,80,TCP,2016-11-04 04:14:48
3,5176,5,0.8497056292835623,183.117.198.219,59686,42.219.155.69,80,TCP,2016-11-04 04:14:51
3,2873,7,0.8516380379442126,231.117.198.219,60310,42.219.155.69,80,TCP,2016-11-04 04:14:54
4,825,7,0.8553087185136974,183.117.198.219,60283,42.219.155.69,80,TCP,2016-11-04 04:14:58
4,942,3,0.8521928109694272,183.117.198.219,60237,42.219.155.69,80,TCP,2016-11-04 04:15:02
4,774,6,0.841914888471365,183.117.198.219,60317,42.219.155.69,80,TCP,2016-11-04 04:15:06
3,1604,8,0.8545654714107513,42.219.155.69,80,183.117.198.219,60246,TCP,2016-11-04 04:15:09
3,833,5,0.8516851142048836,42.219.155.69,80,183.117.198.218,60234,TCP,2016-11-04 04:15:12
4,3123,7,0.8368172985501587,42.219.155.69,80,183.117.198.219,60524,TCP,2016-11-04 04:15:16
4,6890,2,0.8416627726983279,183.117.198.219,60264,42.219.155.69,80,TCP,2016-11-04 04:15:20
16,921,1,0.8366065963637084,42.219.155.69,80,183.117.198.219,60269,TCP,2016-11-04 04:15:36
4,7131,6,0.8416753658093512,183.117.198.219,60342,42.219.155.69,80,TCP,2016-11-04 04:15:40
4,802,6,0.8562008854933083,183.117.198.219,59367,42.219.155.69,80,TCP,2016-11-04 04:15:44
4,981,7,0.864951069233939,42.219.155.69,80,183.117.198.219,60280,TCP,2016-11-04 04:15:48
4,821,6,0.8524934398010373,42.219.155.69,80,183.117.198.219,60307,TCP,2016-11-04 04:15:52
4,17782,5,0.8637968134135008,183.117.198.219,60257,42.219.155.69,80,TCP,2016-11-04 04:15:56
4,6299,6,0.8562988413032144,42.219.155.69,80,183.117.198.219,60269,UDP,2016-11-04 04:16:00
4,832,5,0.8579507363028824,183.117.198.219,60381,42.219.155.69,80,TCP,2016-11-04 04:16:04
3,746655,5,0.8453932916745543,183.117.198.219,60224,42.219.155.69,80,TCP,2016-11-04 04:16:07
4,8263,8,0.8523312506731601,183.117.198.219,59326,42.219.155.69,80,TCP,2016-11-04 04:16:11
4,240816,7,0.8497911610174924,42.219.155.69,80,183.117.198.219,60321,TCP,2016-11-04 04:16:15
4,23304,3,0.8376131155528128,183.117.198.219,60262,42.219.155.69,80,TCP,2016-11-04 04:16:19
3,9370,5,0.8637838822323829,183.117.189.219,60114,42.219.155.69,80,TCP,2016-11-04 04:16:22
3,984,6,0.8676260488573462,183.117.198.219,60240,42.219.155.69,80,TCP,2016-11-04 04:16:25
3,786,6,0.8287820485420525,183.117.198.152,60264,42.219.155.69,80,TCP,2016-11-04 04:16:28
4,4587,7,0.842229631729424,42.219.155.69,80,183.117.198.219,60266,TCP,2016-11-04 04:16:32
4,1365,1,0.8446431141346693,42.219.155.69,80,183.117.198.219,60302,TCP,2016-11-04 04:16:36
4,748,7,0.8433800842612982,183.117.198.244,60255,42.219.155.69,80,TCP,2016-11-04 04:16:40
3,312,5,0.8357693657744676,42.219.155.69,80,183.117.198.158,60269,TCP,2016-11-04 04:16:43
4,5200,6,0.8406069797929376,42.219.155.69,80,183.117.198.219,60301,TCP,2016-11-04 04:16:47
4,759,5,0.8544080152641982,42.219.155.69,80,183.117.198.219,60250,TCP,2016-11-04 04:16:51
4,789,6,0.8473773405421525,183.117.198.219,60225,42.219.155.69,80,TCP,2016-11-04 04:16:55
4,3764,37,0.8318043951876462,183.117.198.219,49761,42.219.155.69,80,TCP,2016-11-04 04:16:59
4,985,7,0.8571739357430488,183.117.198.219,60315,42.219.155.69,80,UDP,2016-11-04 04:17:03
4,1455,5,0.8549760575406253,42.219.155.69,80,183.117.198.219,60237,TCP,2016-11-04 04:17:07
4,1483,6,0.8491323469206691,42.219.155.69,80,183.117.198.219,60252,TCP,2016-11-04 04:17:11
3,8107,9,0.8494923070538789,183.117.198.219,60254,42.219.155.69,80,TCP,2016-11-04 04:17:14
3,447,5,0.8641083450056612,42.219.155.69,80,183.117.198.219,60283,UDP,2016-11-04 04:17:17
4,8542,8,0.8472970488946885,42.219.155.69,80,183.117.198.219,60241,TCP,2016-11-04 04:17:21
4,775,6,0.8511180861387402,42.219.155.69,80,183.117.198.219,60103,TCP,2016-11-04 04:17:25
4,6765,8,0.8391258947085589,42.219.155.69,80,183.117.198.219,60303,TCP,2016-11-04 04:17:29
10,9100,51,0.8632620710413903,42.219.155.69,80,183.117.198.219,60307,TCP,2016-11-04 04:17:39
4,852,1,0.8611171008087695,183.117.198.218,60296,42.219.155.69,80,TCP,2016-11-04 04:17:43
4,1348,7,0.8437697945628315,183.117.198.219,59906,42.219.155.69,80,TCP,2016-11-04 04:17:47
3,793,7,0.8477491331286728,183.117.198.219,60284,42.219.155.69,80,TCP,2016-11-04 04:17:50
4,685,6,0.8375962120480835,183.117.198.219,60309,42.219.155.69,80,TCP,2016-11-04 04:17:54
4,5578,1,0.8333254570607096,183.117.198.219,60713,42.219.155.69,80,TCP,2016-11-04 04:17:58
4,43608,6,0.8465186425019056,183.117.198.218,60312,42.219.155.69,80,TCP,2016-11-04 04:18:02
4,5050,7,0.8486308199353516,42.219.155.69,80,183.117.198.219,60250,TCP,2016-11-04 04:18:06
3,30913,7,0.8609667441342026,42.219.155.69,80,183.117.198.218,60311,TCP,2016-11-04 04:18:09
4,806,6,0.853738636476919,183.117.198.219,60346,42.219.155.69,80,TCP,2016-11-04 04:18:13
4,1292,7,0.8450259785167873,42.219.155.69,80,156.117.198.219,60237,TCP,2016-11-04 04:18:17
4,748,1,0.8453966723755002,183.117.198.136,64428,42.219.155.69,80,TCP,2016-11-04 04:18:21
4,904,6,0.8418978159315884,42.219.155.69,80,183.117.198.218,60279,TCP,2016-11-04 04:18:25
4,45,43,0.8531364491209388,183.117.198.219,59789,42.219.155.69,80,TCP,2016-11-04 04:18:29
4,57887,2,0.8512068295385689,42.219.155.69,80,183.117.198.219,60272,TCP,2016-11-04 04:18:33
4,818,6,0.8621798241510987,183.117.198.219,60676,42.219.155.69,80,TCP,2016-11-04 04:18:37
4,100,15,0.8622862317133695,42.219.155.69,80,182.117.198.219,60283,TCP,2016-11-04 04:18:41
4,643,1,0.8559419238008559,42.219.155.69,80,183.117.198.219,60289,TCP,2016-11-04 04:18:45
3,4850,6,0.8661699809599668,183.117.198.218,60320,42.219.155.69,80,TCP,2016-11-04 04:18:48
4,42,6,0.855602754978463,183.117.198.219,60279,42.219.155.69,80,TCP,2016-11-04 04:18:52
4,806,1,0.8411247341427952,42.219.155.69,80,183.117.198.219,60274,TCP,2016-11-04 04:18:56
3,814,6,0.8346513679716736,42.219.155.69,80,183.169.198.219,64462,TCP,2016-11-04 04:18:59
4,829,8,0.8403066890314221,183.117.198.219,60226,42.219.155.69,80,TCP,2016-11-04 04:19:03
4,7937,6,0.8496155336033553,42.219.155.69,80,183.117.198.219,60311,TCP,2016-11-04 04:19:07
4,2728,7,0.8560986192896962,42.219.155.69,80,183.117.198.219,60295,TCP,2016-11-04 04:19:11
4,359,6,0.8384151023346931,42.219.155.69,80,183.117.198.219,59951,TCP,2016-11-04 04:19:15
4,867,6,0.8416584623046219,183.117.198.219,60363,42.219.155.69,80,TCP,2016-11-04 04:19:19
4,5988,8,0.8465221077203751,42.219.155.69,80,183.117.198.219,60230,TCP,2016-11-04 04:19:23
